"org_id","app","name","website","segment","contact_route","route_type","personalisation_facts","stage","last_action_at","next_action_at","thread_ref","notes"
"simplifyem-e351de","certly","SimplifyEm","https://www.simplifyem.com","PM software vendor","https://www.simplifyem.com/contact-us/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.simplifyem.com"
"smith-currie-oles-414fcc","certly","Smith Currie Oles","https://www.smithcurrie.com","construction law firm","https://www.smithcurrie.com/contact/","form","{""city"": ""Atlanta"", ""location"": ""Atlanta, Georgia"", ""segment"": ""construction law firm"", ""state"": ""GA""}","new","","","","address the head of marketing; phase-3 confidence: verified; source: https://www.smithcurrie.com"
"stack-construction-technologies-49bd46","certly","STACK Construction Technologies","https://www.stackct.com","construction ERP / PM software","https://www.stackct.com/contact-us/","form","{""city"": ""Cincinnati"", ""location"": ""Cincinnati, Ohio"", ""segment"": ""construction ERP / PM software"", ""state"": ""OH""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.stackct.com"
"steadily-e06b7b","certly","Steadily","https://www.steadily.com","insurance agency / MGA","https://www.steadily.com/contact-us","form","{""segment"": ""insurance agency / MGA""}","new","","","","address the head of partnerships / program manager; phase-3 confidence: verified; source: https://www.steadily.com"
"tenant-turner-33d8f3","certly","Tenant Turner","https://www.tenantturner.com","maintenance & vendor platform","https://tenantturner.com/contact/","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.tenantturner.com"
"tenantcloud-4d0d71","certly","TenantCloud","https://www.tenantcloud.com","PM software vendor","https://www.tenantcloud.com/contact","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.tenantcloud.com"
"tenna-e447af","certly","Tenna","https://www.tenna.com","construction ERP / PM software","https://www.tenna.com/contact-us/","form","{""city"": ""New Hope"", ""location"": ""New Hope, Pennsylvania"", ""segment"": ""construction ERP / PM software"", ""state"": ""PA""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/software-418026"
"texas-apartment-association-b9bf97","certly","Texas Apartment Association","https://www.taa.org","industry association","https://www.taa.org","form","{""location"": ""Texas"", ""segment"": ""industry association"", ""state"": ""TX""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.taa.org"
"travelers-540617","certly","Travelers","https://www.travelers.com:443/business-insurance/construction","construction insurance broker / surety agency","https://www.travelers.com:443/business-insurance/construction/contact-us","form","{""city"": ""Boston"", ""location"": ""Boston, Massachusetts"", ""segment"": ""construction insurance broker / surety agency"", ""state"": ""MA""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://members.agcnh.org/directory/Search/bonds-insurance-325080"
"vantaca-c84d82","certly","Vantaca","https://www.vantaca.com","PM software vendor","https://www.vantaca.com/contact","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.vantaca.com"
"vendorsmart-ede857","certly","VendorSmart","https://www.vendorsmart.com","maintenance & vendor platform","https://www.vendorsmart.com","form","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.vendorsmart.com"
"washington-multi-family-housing-associat-ec4ca4","certly","Washington Multi-Family Housing Association","https://www.wmfha.org","industry association","https://www.wmfha.org/contact-us","form","{""location"": ""Washington"", ""segment"": ""industry association"", ""state"": ""WA""}","new","","","","address the membership / education director; phase-3 confidence: verified; source: https://www.wmfha.org"
"watt-tieder-hoffar-fitzgerald-5fcf4f","certly","Watt Tieder Hoffar & Fitzgerald","https://watttieder.com","construction law firm","https://watttieder.com/contact/","form","{""city"": ""McLean"", ""location"": ""McLean, Virginia"", ""segment"": ""construction law firm"", ""state"": ""VA""}","new","","","","address the head of marketing; phase-3 confidence: verified; source: https://watttieder.com"
"wipfli-f1e58b","certly","Wipfli","https://www.wipfli.com","construction CPA firm","https://www.wipfli.com/contact","form","{""city"": ""Milwaukee"", ""location"": ""Milwaukee, Wisconsin"", ""segment"": ""construction CPA firm"", ""state"": ""WI""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://www.wipfli.com"
"yardi-breeze-c26a9a","certly","Yardi Breeze","https://www.yardibreeze.com","PM software vendor","https://www.yardibreeze.com/contact-us/","form","{""segment"": ""PM software vendor""}","new","","","","address the head of partnerships / integrations; phase-3 confidence: verified; source: https://www.yardibreeze.com"
"esub-construction-software-877d0a","certly","eSUB Construction Software","https://esub.com","construction ERP / PM software","contact@esub.com","mailbox","{""city"": ""San Diego"", ""location"": ""San Diego, California"", ""segment"": ""construction ERP / PM software"", ""state"": ""CA""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://esub.com"
"northwest-regional-builders-exchange-c87e2b","certly","Northwest Regional Builders Exchange","https://www.nwrbx.com","builders exchange / plan room","info@nwrbx.com","mailbox","{""city"": ""Eau Claire"", ""location"": ""Eau Claire, Wisconsin"", ""segment"": ""builders exchange / plan room"", ""state"": ""WI""}","new","","","","address the membership director; phase-3 confidence: verified; source: https://www.nwrbx.com"
"vendoroo-b3229a","certly","Vendoroo","https://vendoroo.ai","maintenance & vendor platform","support@vendoroo.ai","mailbox","{""segment"": ""maintenance & vendor platform""}","new","","","","address the head of partnerships; phase-3 confidence: verified; source: https://vendoroo.ai"
