"org_id","app","name","website","segment","contact_route","route_type","personalisation_facts","stage","last_action_at","next_action_at","thread_ref","notes"
"barrymor-enterprises-of-nj-3fc1f6","certly","Barrymor Enterprises of NJ","https://barrymor.com/","self-storage operator","https://barrymor.com/","form","{""location"": ""New Jersey"", ""segment"": ""self-storage operator"", ""state"": ""NJ""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/barrymor-enterprises"
"bay-property-management-group-fdd19b","certly","Bay Property Management Group","https://www.baymgmtgroup.com/property-management-in-baltimore/","residential property management","https://www.baymgmtgroup.com/contact/","form","{""city"": ""Baltimore"", ""location"": ""Baltimore, Maryland"", ""portfolio"": {""approx"": false, ""count"": 8000, ""noun"": ""units""}, ""segment"": ""residential property management"", ""size_signal_raw"": ""8,000 units managed"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""MD""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/maryland/baltimore"
"bay-property-management-group-philadelph-4d1db9","certly","Bay Property Management Group Philadelphia","https://www.baymgmtgroup.com/philadelphia/","residential property management","https://www.baymgmtgroup.com/contact/","form","{""city"": ""Philadelphia"", ""location"": ""Philadelphia, Pennsylvania"", ""portfolio"": {""approx"": false, ""count"": 8000, ""noun"": ""units""}, ""segment"": ""residential property management"", ""size_signal_raw"": ""8,000 units managed"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""PA""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/pennsylvania/philadelphia"
"bay-property-management-group-richmond-ccfb30","certly","Bay Property Management Group Richmond","https://www.baymgmtgroup.com/property-management-company-in-richmond/","residential property management","https://www.baymgmtgroup.com/contact/","form","{""city"": ""Richmond"", ""location"": ""Richmond, Virginia"", ""portfolio"": {""approx"": false, ""count"": 8000, ""noun"": ""units""}, ""segment"": ""residential property management"", ""size_signal_raw"": ""8,000 units managed"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""VA""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/virginia/richmond"
"bay-property-management-group-washington-84e00d","certly","Bay Property Management Group Washington, DC","https://www.baymgmtgroup.com/property-management-companies-washington-dc/","residential property management","https://www.baymgmtgroup.com/contact/","form","{""city"": ""Washington"", ""location"": ""Washington, Washington, D.C."", ""portfolio"": {""approx"": false, ""count"": 8000, ""noun"": ""units""}, ""segment"": ""residential property management"", ""size_signal_raw"": ""8,000 units managed"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""DC""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/district-of-columbia/washington"
"bayview-property-management-da92c1","certly","Bayview Property Management","https://www.bayviewpropmgmt.com/","HOA / community association management","https://www.bayviewpropmgmt.com/","form","{""city"": ""San Diego"", ""location"": ""San Diego, California"", ""segment"": ""HOA / community association management"", ""state"": ""CA""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://cai-sd.org/management-company-directory/"
"baywood-building-design-inc-073e9e","certly","Baywood Building & Design INC","https://www.baywoodbuilding.com/","commercial GC","https://www.baywoodbuilding.com/contact","form","{""city"": ""Emeryville"", ""location"": ""Emeryville, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Redwood Fire And Casualty Insurance Co (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.baywoodbuilding.com/contact; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"baze-built-homes-inc-373fc4","certly","Baze - Built Homes INC","https://bazebuilthomes.com/","residential / multifamily builder","https://bazebuilthomes.com/contact/","form","{""city"": ""Apple Valley"", ""location"": ""Apple Valley, California"", ""segment"": ""residential / multifamily builder"", ""size_signal_raw"": ""Workers' comp policy on file with State Compensation Insurance Fund (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bazebuilthomes.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"beacon-bay-construction-corp-0bab02","certly","Beacon BAY Construction Corp","https://beaconbayconstruction.com/","commercial GC","https://beaconbayconstruction.com/?page_id=68","form","{""city"": ""Winter Park"", ""location"": ""Winter Park, Florida"", ""segment"": ""commercial GC"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://beaconbayconstruction.com/?page_id=68; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"beck-and-company-4431b1","certly","Beck and Company","https://www.beckandco.com/","HOA / community association management","https://www.beckandco.com/","form","{""city"": ""Austin"", ""location"": ""Austin, Texas"", ""segment"": ""HOA / community association management"", ""state"": ""TX""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/beck-and-company/"
"belmont-management-group-llc-eb974b","certly","Belmont Management Group, LLC","https://www.belmontmanagementgroup.com/","commercial property management","https://www.belmontmanagementgroup.com/contact","form","{""city"": ""Winter Park"", ""location"": ""Winter Park, Florida"", ""segment"": ""commercial property management"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.belmontmanagementgroup.com/contact; address the property management director; phase-3 confidence: secondary; source: https://www.bbb.org/search?find_country=USA&find_loc=Orlando%2C%20FL&find_text=Commercial%20Property%20Management&page=1"
"berkshire-hathaway-homeservices-select-p-b3b323","certly","Berkshire Hathaway HomeServices Select Properties","https://bhhsselectstl.com/","residential property management","https://bhhsselectstl.com/contact","form","{""city"": ""Saint Louis"", ""location"": ""Saint Louis, Missouri"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""MO""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/missouri/st-louis"
"best-property-management-edebdd","certly","Best Property Management","https://bestproperty4u.com/","residential property management","https://www.bestproperty4u.com/contact-us/","form","{""city"": ""Livermore"", ""location"": ""Livermore, California"", ""portfolio"": {""approx"": true, ""count"": 600, ""noun"": ""homes""}, ""segment"": ""residential property management"", ""size_signal_raw"": ""600+ homes"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""CA""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/california/san-jose"
"bhom-student-living-127ba7","certly","BHOM Student Living","https://www.bhomstudentliving.com/","student housing operator","https://www.bhomstudentliving.com/contact/","form","{""segment"": ""student housing operator"", ""size_signal_raw"": ""ranked #13 on the Student Housing Business Top 25 Managers list (Nov/Dec 2025 issue)""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.bhomstudentliving.com/contact/; address the risk manager; phase-3 confidence: secondary; source: https://www.jturnerresearch.com/ora/online-reputation-rankings/student-housing-2025"
"big-block-construction-co-inc-f71330","certly","BIG Block Construction CO INC","https://bigblockconstruction.com/","commercial GC","https://bigblockconstruction.com/contact/","form","{""city"": ""Alta Loma"", ""location"": ""Alta Loma, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Everest Premier Insurance Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bigblockconstruction.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"bijou-property-management-inc-23d902","certly","Bijou Property Management, Inc.","https://bijoupropertymanagement.com/","residential property management","https://bijoupropertymanagement.com/contact-us/","form","{""city"": ""Colorado Springs"", ""location"": ""Colorado Springs, Colorado"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""CO""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/colorado/colorado-springs"
"blackstone-community-management-9a6620","certly","Blackstone Community Management","http://www.blackstoneut.com/","HOA / community association management","http://www.blackstoneut.com/","form","{""city"": ""Springville"", ""location"": ""Springville, Utah"", ""segment"": ""HOA / community association management"", ""state"": ""UT""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/blackstone-community-management/"
"blackstone-management-76bb9c","certly","Blackstone Management","https://blackstoneam.com/products/association-management/","HOA / community association management","https://blackstoneam.com/products/association-management/","form","{""segment"": ""HOA / community association management""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/blackstone-management/"
"blazy-construction-a6b44c","certly","Blazy Construction","https://blazycon.com","commercial GC","https://blazycon.com/contact/","form","{""city"": ""Soldotna"", ""location"": ""Soldotna, Alaska"", ""segment"": ""commercial GC"", ""source_list"": ""your AGC chapter's public contractor directory"", ""state"": ""AK""}","new","","","","address the contract administrator; phase-3 confidence: verified; source: https://members.agcak.org/memberdirectory/Search/general-contractor-member-296133"
"block-associates-realty-891998","certly","Block & Associates Realty","https://www.blockrealty.com/","residential property management","https://www.blockrealty.com/utilities/","form","{""city"": ""Cary"", ""location"": ""Cary, North Carolina"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""NC""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/north-carolina/raleigh"
"blue-door-realty-c1b7e3","certly","Blue Door Realty","https://bluedoorhomes.net/","HOA / community association management","https://bluedoorhomes.net/","form","{""city"": ""Rio Rancho"", ""location"": ""Rio Rancho, New Mexico"", ""segment"": ""HOA / community association management"", ""state"": ""NM""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/blue-door-realty/"
"bluebow-realty-e79577","certly","Bluebow Realty","https://homesbychels.com/","residential property management","https://homesbychels.com/contact-form/","form","{""city"": ""Grand Rapids"", ""location"": ""Grand Rapids, Michigan"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""MI""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/michigan/grand-rapids"
"blueridge-management-group-508f28","certly","Blueridge Management Group","https://blueridge-management.com/","HOA / community association management","https://blueridge-management.com/","form","{""city"": ""Lake Wylie"", ""location"": ""Lake Wylie, South Carolina"", ""segment"": ""HOA / community association management"", ""state"": ""SC""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/blueridge-management-group/"
"bluesky-pm-llc-611572","certly","BLUESKY PM LLC","https://www.bluesky-pm.com/","HOA / community association management","https://www.bluesky-pm.com/contact","form","{""city"": ""Charlottesville"", ""location"": ""Charlottesville, Virginia"", ""segment"": ""HOA / community association management"", ""size_signal_raw"": ""31 community associations under management"", ""state"": ""VA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.bluesky-pm.com/contact; address the director of community management; phase-3 confidence: secondary; source: https://www.communitypay.us/management-companies/state/virginia/"
"bordeaux-construction-company-inc-1a1cb0","certly","Bordeaux Construction Company, Inc.","https://bordeauxconstruction.com/","commercial GC","https://bordeauxconstruction.com/contact/","form","{""city"": ""Raleigh"", ""location"": ""Raleigh, North Carolina"", ""segment"": ""commercial GC"", ""state"": ""NC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://bordeauxconstruction.com/contact/; address the owner; phase-3 confidence: verified; source: https://portal.nclbgc.org/Public/Search"
"bouten-construction-company-b210ca","certly","Bouten Construction Company","https://boutenconstruction.com/","commercial GC","https://boutenconstruction.com/contact/","form","{""city"": ""Spokane"", ""location"": ""Spokane, Washington"", ""segment"": ""commercial GC"", ""state"": ""WA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://boutenconstruction.com/contact/; address the owner; phase-3 confidence: verified; source: https://data.wa.gov/resource/m8qx-ubtq.json?$where=contractorlicensestatus='ACTIVE'%20AND%20specialtycode1desc='GENERAL'%20AND%20state='WA'%20AND%20businesstypecodedesc%20in('Corporation','Limited%20Liability%20Company','Partnership')&$limit=30000"
"boydstun-construction-inc-224458","certly","Boydstun Construction INC","https://boydstunconstruction.com/","commercial GC","https://boydstunconstruction.com/contact/","form","{""city"": ""Martinez"", ""location"": ""Martinez, California"", ""segment"": ""commercial GC"", ""size_signal_raw"": ""Workers' comp policy on file with Everest Premier Insurance Company (CSLB record), i.e. carries W-2 field staff"", ""state"": ""CA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://boydstunconstruction.com/contact/; address the owner; phase-3 confidence: verified; source: https://www2.cslb.ca.gov/onlineservices/dataportal/ListByCounty"
"braesael-management-company-15d99e","certly","Braesael Management Company","http://www.braesael.com/","HOA / community association management","http://www.braesael.com/","form","{""location"": ""North Carolina"", ""segment"": ""HOA / community association management"", ""state"": ""NC""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://members.cai-nc.org/member-company-directory/Search/community-management-570565"
"brickleys-property-solutions-830472","certly","Brickleys Property Solutions","https://brickleysusa.com/","residential property management","https://brickleysusa.com/contact-us","form","{""city"": ""Albuquerque"", ""location"": ""Albuquerque, New Mexico"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""NM""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/new-mexico/albuquerque"
"bristol-construction-services-llc-a6307d","certly","Bristol Construction Services, LLC","https://www.bristol-companies.com","commercial GC","https://www.bristol-companies.com/contact/","form","{""city"": ""Anchorage"", ""location"": ""Anchorage, Alaska"", ""segment"": ""commercial GC"", ""source_list"": ""your AGC chapter's public contractor directory"", ""state"": ""AK""}","new","","","","address the contract administrator; phase-3 confidence: verified; source: https://members.agcak.org/memberdirectory/Search/general-contractor-member-296133"
"brock-realtors-a3f7db","certly","Brock Realtors","https://www.brockrealtors.com/","residential property management","https://www.brockrealtors.com/contact-us","form","{""city"": ""Fort Worth"", ""location"": ""Fort Worth, Texas"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""TX""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/texas/fort-worth"
"brookside-communities-b011f0","certly","Brookside Communities","https://www.brookside-communities.com/","manufactured housing community operator","https://www.brookside-communities.com/contact","form","{""segment"": ""manufactured housing community operator"", ""size_signal_raw"": ""3500 est. manufactured-home lots owned""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.brookside-communities.com/contact; address the director of operations; phase-3 confidence: secondary; source: https://www.mobilehomeuniversity.com/mhu-top-100-community-owners.php"
"bth-development-llc-5a7404","certly","BTH Development, LLC","https://www.bthdevelopment.com/","commercial GC","https://www.bthdevelopment.com/contact","form","{""city"": ""Belle Isle"", ""location"": ""Belle Isle, Florida"", ""segment"": ""commercial GC"", ""state"": ""FL""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.bthdevelopment.com/contact; address the owner; phase-3 confidence: verified; source: https://www2.myfloridalicense.com/sto/file_download/extracts//CONSTRUCTIONLICENSE_1.csv"
"burke-community-management-group-llc-ece51c","certly","BURKE COMMUNITY MANAGEMENT GROUP LLC","https://www.burkecommunity.com/","HOA / community association management","https://www.burkecommunity.com/contact/","form","{""city"": ""Manassas"", ""location"": ""Manassas, Virginia"", ""segment"": ""HOA / community association management"", ""size_signal_raw"": ""36 community associations under management"", ""state"": ""VA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.burkecommunity.com/contact/; address the director of community management; phase-3 confidence: secondary; source: https://www.communitypay.us/management-companies/state/virginia/"
"c-k-m-property-management-inc-e232e5","certly","C.K.M. Property Management, Inc.","https://www.ckmpropertymanagement.com/","HOA / community association management","https://www.ckmpropertymanagement.com/contact-us","form","{""city"": ""Houston"", ""location"": ""Houston, Texas"", ""segment"": ""HOA / community association management"", ""state"": ""TX""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.ckmpropertymanagement.com/contact-us; address the director of community management; phase-3 confidence: secondary; source: https://caihouston.org/management_company.php"
"cambiar-real-estate-group-llc-0d097d","certly","Cambiar Real Estate Group LLC","https://www.cambiargroup.com/","residential property management","https://www.cambiargroup.com/contact","form","{""city"": ""Omaha"", ""location"": ""Omaha, Nebraska"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""NE""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/nebraska/omaha"
"candela-properties-llc-a0d6fd","certly","Candela Properties, LLC","https://www.candelaproperties.com/","residential property management","https://www.candelaproperties.com/contact/","form","{""city"": ""Colorado Springs"", ""location"": ""Colorado Springs, Colorado"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""CO""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/colorado/colorado-springs"
"canton-management-co-dc9a7c","certly","Canton Management Co.","https://www.cantonmanagement.com/","residential property management","https://www.cantonmanagement.com/contact-us","form","{""city"": ""Baltimore"", ""location"": ""Baltimore, Maryland"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""MD""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/maryland/baltimore"
"capstone-realty-professionals-39f0ac","certly","Capstone Realty Professionals","https://soldonphoenix.com/","residential property management","https://capstonerealtypros.com/contact-us/","form","{""city"": ""Phoenix"", ""location"": ""Phoenix, Arizona"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""AZ""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/arizona/phoenix"
"caretakers-of-america-inc-ebd686","certly","Caretakers of America, Inc.","https://www.caretakerspropertymanagement.com/","residential property management","https://www.caretakerspropertymanagement.com/contact","form","{""city"": ""Wichita"", ""location"": ""Wichita, Kansas"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""KS""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/kansas/wichita"
"carocon-corporation-62e1b4","certly","Carocon Corporation","https://www.carocon.com/","commercial GC","https://www.carocon.com/contact/","form","{""city"": ""Charlotte"", ""location"": ""Charlotte, North Carolina"", ""segment"": ""commercial GC"", ""state"": ""NC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.carocon.com/contact/; address the owner; phase-3 confidence: verified; source: https://portal.nclbgc.org/Public/Search"
"castle-group-9c36dc","certly","Castle Group","https://castlegroup.com/","HOA / community association management","https://castlegroup.com/","form","{""city"": ""Plano"", ""location"": ""Plano, Texas"", ""segment"": ""HOA / community association management"", ""state"": ""TX""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/castle-group/"
"cedar-management-group-f1e52a","certly","Cedar Management Group","https://www.cedarmanagementgroup.com/","HOA / community association management","https://www.cedarmanagementgroup.com/","form","{""city"": ""Charlotte"", ""location"": ""Charlotte, North Carolina"", ""segment"": ""HOA / community association management"", ""state"": ""NC""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/cedar-management-group/"
"cedar-management-group-llc-d44132","certly","Cedar Management Group, LLC","http://www.cedarmanagementgroup.com/","HOA / community association management","http://www.cedarmanagementgroup.com/","form","{""location"": ""North Carolina"", ""segment"": ""HOA / community association management"", ""state"": ""NC""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://members.cai-nc.org/member-company-directory/Search/community-management-570565"
"cedartree-management-company-c339b3","certly","Cedartree Management Company","https://www.selfstorageoni5.com/","self-storage operator","https://www.selfstorageoni5.com/","form","{""location"": ""Washington"", ""segment"": ""self-storage operator"", ""state"": ""WA""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/cedartree-management-company"
"central-self-storage-pegasus-group-1c28e9","certly","Central Self Storage/Pegasus Group","https://www.pegasusgroup.net/","self-storage operator","https://www.pegasusgroup.net/","form","{""location"": ""California"", ""segment"": ""self-storage operator"", ""state"": ""CA""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/central-self-storage-pegasus-group"
"century-21-semiao-associates-5832db","certly","Century 21 Semiao & Associates","https://www.century21semiao.com/","residential property management","https://www.century21venturerealestate.com/contact/","form","{""city"": ""Lyndhurst"", ""location"": ""Lyndhurst, New Jersey"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""NJ""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/new-jersey/jersey-city"
"chanticleer-properties-ca93eb","certly","Chanticleer Properties","https://www.cptriangle.com/","residential property management","https://www.cptriangle.com/connect","form","{""city"": ""Raleigh"", ""location"": ""Raleigh, North Carolina"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""NC""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/north-carolina/raleigh"
"charter-building-group-inc-6c70d9","certly","Charter Building Group, Inc.","https://www.charterbuildinggroup.com/","commercial GC","https://www.charterbuildinggroup.com/contact/","form","{""city"": ""Wilmington"", ""location"": ""Wilmington, North Carolina"", ""segment"": ""commercial GC"", ""state"": ""NC""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.charterbuildinggroup.com/contact/; address the owner; phase-3 confidence: verified; source: https://portal.nclbgc.org/Public/Search"
"chesapeake-bay-management-inc-bb562c","certly","CHESAPEAKE BAY MANAGEMENT INC","https://www.chesapeakebay.net/","HOA / community association management","https://www.chesapeakebay.net/who/contact","form","{""city"": ""Newport News"", ""location"": ""Newport News, Virginia"", ""segment"": ""HOA / community association management"", ""size_signal_raw"": ""54 community associations under management"", ""state"": ""VA""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.chesapeakebay.net/who/contact; address the director of community management; phase-3 confidence: secondary; source: https://www.communitypay.us/management-companies/state/virginia/"
"chesapeake-resources-inc-3244fb","certly","Chesapeake Resources, Inc.","https://www.selfstorageplus.com:443/management_services","self-storage operator","https://www.selfstorageplus.com:443/management_services","form","{""location"": ""Maryland"", ""segment"": ""self-storage operator"", ""state"": ""MD""}","new","","","","address the director of operations; phase-3 confidence: secondary; source: https://www.sitelink.com/marketplace/management-companies/chesapeake-resources"
"choice-management-solutions-inc-c04383","certly","Choice Management Solutions, Inc.","https://www.choicemanagementsolutions.com","HOA / community association management","https://www.choicemanagementsolutions.com","form","{""city"": ""San Diego"", ""location"": ""San Diego, California"", ""segment"": ""HOA / community association management"", ""state"": ""CA""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://cai-sd.org/management-company-directory/"
"choice-property-management-services-llc-03f2ac","certly","Choice Property Management & Services, LLC","https://www.choiceproperty.us","HOA / community association management","https://www.choiceproperty.us","form","{""city"": ""Fairfax"", ""location"": ""Fairfax, Virginia"", ""segment"": ""HOA / community association management"", ""state"": ""VA""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/choice-property-management-services-llc/"
"cities-management-4fb8d5","certly","Cities Management","https://www.citiesmanagement.com/","HOA / community association management","https://www.citiesmanagement.com/","form","{""city"": ""Minneapolis"", ""location"": ""Minneapolis, Minnesota"", ""segment"": ""HOA / community association management"", ""state"": ""MN""}","new","","","","address the director of community management; phase-3 confidence: secondary; source: https://www.hoamanagement.com/association-management-company/cities-management-3/"
"citylife-property-management-267b79","certly","CityLife Property Management","https://www.citylifepghrentals.com/","residential property management","https://www.citylifepghrentals.com/management-services","form","{""city"": ""Pittsburgh"", ""location"": ""Pittsburgh, Pennsylvania"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""PA""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/pennsylvania/pittsburgh"
"cive-inc-4b711b","certly","CIVE, Inc.","https://cive.com","commercial GC","https://cive.com/contact/","form","{""city"": ""Houston"", ""location"": ""Houston, Texas"", ""segment"": ""commercial GC"", ""source_list"": ""your AGC chapter's public contractor directory"", ""state"": ""TX""}","new","","","","address the contract administrator; phase-3 confidence: verified; source: https://members.agchouston.org/directory/Search/general-contractors-386559"
"cjl-rentals-property-management-co-inc-db8806","certly","CJL Rentals & Property Management Co Inc.","https://cjlrentals.com/","residential property management","https://cjlrentals.com/contact-us","form","{""city"": ""Waltham"", ""location"": ""Waltham, Massachusetts"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""MA""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/massachusetts/boston"
"clarity-consulting-corporation-e91f90","certly","Clarity Consulting Corporation","https://clarityconsulting.com/","HOA / community association management","https://clarityconsulting.com/about-clarity-consulting/","form","{""city"": ""Houston"", ""location"": ""Houston, Texas"", ""segment"": ""HOA / community association management"", ""state"": ""TX""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://clarityconsulting.com/about-clarity-consulting/; address the director of community management; phase-3 confidence: secondary; source: https://caihouston.org/management_company.php"
"clovis-property-management-d41809","certly","Clovis Property Management","https://clovispm.com/","residential property management","https://clovispm.com/contact","form","{""city"": ""Clovis"", ""location"": ""Clovis, California"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""CA""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/california/fresno"
"coastal-ridge-real-estate-26cb7b","certly","Coastal Ridge Real Estate","https://www.coastalridge.com/","student housing operator","https://www.coastalridge.com/contact","form","{""segment"": ""student housing operator"", ""size_signal_raw"": ""ranked #16 on the Student Housing Business Top 25 Managers list (Nov/Dec 2025 issue)""}","new","","","","route from routes-enrichment.csv (2026-09-03), verified at https://www.coastalridge.com/contact; address the risk manager; phase-3 confidence: secondary; source: https://www.jturnerresearch.com/ora/online-reputation-rankings/student-housing-2025"
"cole-group-property-management-b7bab5","certly","Cole Group Property Management","https://www.colegrouppropertymanagement.com/","residential property management","https://www.colegrouppropertymanagement.com/contact-us","form","{""city"": ""Fort Worth"", ""location"": ""Fort Worth, Texas"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""TX""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/texas/dallas"
"colorado-realty-and-property-management--75dbeb","certly","Colorado Realty and Property Management Inc. - Colorado Springs","https://www.coloradorpm.com/colorado-springs-property-management/","residential property management","https://coloradorpmcoloradosprings.com/contact/","form","{""city"": ""Colorado Springs"", ""location"": ""Colorado Springs, Colorado"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""CO""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/colorado/colorado-springs"
"columbus-realty-source-b2f684","certly","Columbus Realty Source","https://www.columbusrealtysource.com/","residential property management","https://www.columbusrealtysource.com/contact-us","form","{""city"": ""Columbus"", ""location"": ""Columbus, Ohio"", ""segment"": ""residential property management"", ""source_list"": ""the Expertise.com property management listings"", ""state"": ""OH""}","new","","","","address the owner / broker-owner; phase-3 confidence: verified; source: https://www.expertise.com/business/property-management/ohio/columbus"
