"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Accord Power Inc.","https://accordpower.com/","https://accordpower.com/contact-us/","form","https://accordpower.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Flushing, NY"
"Accu-Aire Mechanical LLC","https://www.accuaireonline.com/","https://www.accuaireonline.com/contact","form","https://www.accuaireonline.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","San Antonio, TX"
"Accugov Contracting LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Tulsa, OK"
"Accurate Acoustical, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","NY"
"Accutec Services, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); accutecservices.com: host does not carry the organisation name","Lees Summit, MO"
"Ace Contractors, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); acecontractors.com: page body empty | acecontractors.net: weak name (acecontractors): page does not corroborate the location","TX"
"Ace Co","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ace.com: http 403 | ace.net: page body empty","San Antonio, TX"
"Ace Drafting & Project Development LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); acedrafting.com: http 503","South Richmond Hill, NY"
"Ace Engineering Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aceengineering.com: weak name (aceengineering): page does not corroborate the location | ace-engineering.com: http 503","Ontario, CA"
"Ace Flooring Group Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aceflooringgroup.com: http 503 | aceflooring.com: fetch failed (dns/tls/timeout/blocked)","Clifton, NJ"
"Ace Insulation LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ace-insulation.com: page body empty | aceinsulation.org: page body empty","New Rochelle, NY"
"Ace Roofing, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aceroofing.com: weak name (aceroofing): page does not corroborate the location | ace-roofing.com: page body empty","Wilsall, MT"
"Ace Shore Mechanical, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Bay Shore, NY"
"Ace's HVAC and Plumbing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aceshvacandplumbing.net: fetch failed (dns/tls/timeout/blocked)","Jamaica, NY"
"Aceco, L.L.C.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); acecollc.com: parked/stub page (this domain is for sale)","Silver Spring, MD"
"Acee Construction Llc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aceeconstruction.com: page body empty","TX"
"Aces, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aces.com: http 403 | aces.net: page does not name the organisation","Anchorage, AK"
"Achuti LLC","https://www.achuti.com/","info@achuti.com","mailbox","https://www.achuti.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Raleigh, NC"
"Aci Build Group LLC","https://acibuildgroup.com/","https://acibuildgroup.com/#get-started","form","https://acibuildgroup.com/#get-started","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Shawnee, KS"
"Acierto LLC","https://www.acierto.com/","https://www.acierto.com/contacto/","form","https://www.acierto.com/contacto/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","AZ,CA,MT,UT,WY"
"Ackerman Heating & A/C","https://ackermannolan.com/","https://ackermannolan.com/contact/","form","https://ackermannolan.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Colfax, WA"
"ACKLEY WELDING LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ackleywelding.com: page body empty","South New Berlin, NY"
"Acme Bridge Company, Inc.","https://acmebridge.com/","info@acmebridge.com","mailbox","https://acmebridge.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","TX"
"Aco Remodeling & Construction Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","El Paso, TX"
"Acousticlux Inc.","https://acousticlux.com/","estimating@acousticlux.com","mailbox","https://acousticlux.com/contact.php","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","New York, NY"
"Acoustics Northwest Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Tacoma, WA"
"Acousticworks Inc","https://acousticworks.com/","","none","https://acousticworks.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Escondido, CA"
"Acp, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); acp.com: page does not name the organisation | acp.net: page does not name the organisation","Lafayette, LA"
"Acqua Treat, Ltd.","https://www.acqua-treat.com/","https://www.acqua-treat.com/contact","form","https://www.acqua-treat.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","New Hyde Park, NY"
"Acranom Masonry, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); acranommasonry.com: http 403","Middlefield, CT"
"Acro Construction, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); acroconstruction.com: page body empty | acro-construction.com: weak name (acroconstruction): page does not corroborate the location","Panama City, FL"
"Acs Contracting LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); acscontracting.com: parked/stub page (this domain is for sale) | acs-contracting.com: weak name (acscontracting): page does not corroborate the location","Wapato, WA"
"ACS System Associates, Inc.","https://www.acssystem.com/","info@acssystem.com","mailbox","https://www.acssystem.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","NY"
"ACS Systems Associates, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); acssystem.com: page does not name the organisation | acssystems.com: page body empty","Hicksville, NY"
"Action Lock & Key, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); actionlock.com: page body empty | actionlock.us: page does not name the organisation","IL"
"Action Materials Inc","https://actionmaterials.net/","info@actionmaterials.net","mailbox","https://actionmaterials.net/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Spokane, WA"
"Action Target Inc","https://actiontarget.com/","support@actiontarget.com","mailbox","https://actiontarget.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Provo, UT"
"Active Construction Inc","https://activeconstruction.com/","https://activeconstruction.com/contact/","form","https://activeconstruction.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Puyallup, WA"
"Active Energy Services, LLC","https://active-energy-services.com/","https://active-energy-services.com/contact.html","form","https://active-energy-services.com/contact.html","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Clarksville, TN"
"Active Plumbing & Heating Corp","https://www.activeplumbing.com/","https://www.activeplumbing.com/contactus","form","https://www.activeplumbing.com/contactus","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Brooklyn, NY"
"Acts Group, Inc.","https://www.actsgroupinc.com/","admin@actsgroupinc.com","mailbox","https://www.actsgroupinc.com/","2026-09-03","websearch: site confirmed: full name in page; city/state corroborated; mailbox on homepage; no site confirmed after 2 fetch(es); actsgroup.com: page body empty | acts-group.com: page body empty","Virginia Beach, VA"
"Acts Meltech Jv2 LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Virginia Beach, VA"
"Acts-Meltech Jv1, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Virginia Beach, VA"
"Actuaciones De Demoliciones Y Construccion Sl.","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Acu Construction LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); acuconstruction.com: weak name (acuconstruction): page does not corroborate the location","Carrollton, TX"
"Acumen Enterprises Inc","https://www.acumen-enterprises.com/","https://www.acumen-enterprises.com/","form","https://www.acumen-enterprises.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Desoto, TX"
"Acura Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); acura.com: http 403 | acura.us: page does not name the organisation","IL"
"Adam Electrical Contracting, LLC","https://www.adamelectric.com/","info@adamelectric.com","mailbox","https://www.adamelectric.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Brooklyn, NY"
"Adam N Eve Safety LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Lawrenceville, NJ"
"Adam's European Contracting Inc.","https://www.adamseuro.com/","http://www.adamseuro.com/6_Contact_Us.html","form","http://www.adamseuro.com/6_Contact_Us.html","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Brooklyn, NY"
"Adams Chimney Specialist LLC","https://adamschimney.com/","https://adamschimney.com/about","form","https://adamschimney.com/about","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Vancouver, WA"
"Adams Contracting Co","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adamscontracting.com: weak name (adamscontracting): page does not corroborate the location | adams-contracting.com: weak name (adamscontracting): page does not corroborate the location","Robbinsville, NC"
"Adapt Consulting LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adaptconsulting.com: page body empty | adapt-consulting.com: page body empty","MO,UT"
"Adaptive Green, Inc.","https://www.adaptivegreen.com/","hello@adaptivegreen.com","mailbox","https://www.adaptivegreen.com/contact/","2026-09-03","register-website: site confirmed: full name in page; mailbox on contact page","New York, NY"
"Adb Safegate Americas LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adbsafegate.com: http 403 | adbsafegate.net: http 403","CA,FL,IL,MD,NC,NJ"
"Adco Electrical Corp.","https://www.adcoonline.com/","https://www.adcoonline.com/contact","form","https://www.adcoonline.com/contact","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Staten Island, NY"
"Addison Energy Technologies, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); addisonenergy.com: parked/stub page (domain may be for sale)","Toccoa, GA"
"Addon Services LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); addonservices.com: fetch failed (dns/tls/timeout/blocked) | addonservices.net: page does not name the organisation","Alexandria, VA"
"ADE PRO PAINTING LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); adepropaintingllc.com: page does not name the organisation","Flushing, NY"
"Adelphi Services Group LLC","https://adelphiservices.com/","","none","https://adelphiservices.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Lithonia, GA"
"Adept Patriot Services LLC","https://adeptpatriotservices.com/","info@adeptpatriotservices.com","mailbox","https://adeptpatriotservices.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Tulsa, OK"
"Adhan Piping Co., Inc.","https://adhanpiping.com/","info@adhanpiping.com","mailbox","https://adhanpiping.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","NY"
"ADI AL CONSTRUCTION INC","https://adialconstruction.com/","https://adialconstruction.com/contact.php","form","https://adialconstruction.com/contact.php","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Astoria, NY"
"Adirondack Cabling, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adirondackcabling.com: fetch failed (dns/tls/timeout/blocked) | adirondackcabling.net: fetch failed (dns/tls/timeout/blocked)","NY"
"Adirondack Construction Corporation","","","none","","2026-09-03","no site confirmed after 1 fetch(es); adirondackconstruction.com: page does not name the organisation","Glens Falls, NY"
"Adj Sheet Metal, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); adjsheetmetal.com: page body empty","White Plains, MD"
"Adjuvant/Capital LLC","https://adjuvantcapital.com/","https://adjuvantcapital.com/contact/","form","https://adjuvantcapital.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","San Antonio, TX"
"Adk Construction","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adkconstruction.com: parked/stub page (hugedomains) | adkconstruction.net: weak name (adkconstruction): page does not corroborate the location","Plattsmouth, NE"
"Adkins Cleaning & Landscaping LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); adkinslandscapenyc.com: page does not name the organisation","Brooklyn, NY"
"Admiral Elevator Company, Inc.","https://admiralelevator.com/","https://admiralelevator.com/contact-us/","form","https://admiralelevator.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","DC,DE,GA,MD,SC,VA"
"Admire Construction Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); admireconstruction.com: parked/stub page (this domain is for sale)","Medford, NY"
"Adnak Contracting Services LLC","https://www.adnakus.com/","info.service@adnakus.com","mailbox","https://www.adnakus.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Saratoga Springs, NY"
"ADP Group Inc.","","mail@adpgrp.com","mailbox","https://data.nj.gov/d/tfhb-8beb","2026-09-03","gov-register: register: NJ NJSAVI vendor registry; mailbox domain not confirmed as the site: host does not carry the organisation name; no site confirmed after 2 fetch(es); adpgroup.com: page does not name the organisation | adpgroup.net: parked/stub page (domain for sale)","NY"
"ADR Home Energy Solutions LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adrhes.com: http 503 | adrhome.com: parked/stub page (hugedomains)","St. Albans, NY"
"Adsorptech, LLC","https://adsorptech.com/","accounts@adsorptech.com","mailbox","https://adsorptech.com/","2026-09-03","gov-register: register: NJ NJSAVI vendor registry; site confirmed from the mailbox domain: full name in page; city/state corroborated","Middlesex, NJ"
"Adsync Technologies, Inc.","https://www.adsynctechnologies.com/","https://www.adsynctechnologies.com/contact","form","https://www.adsynctechnologies.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Pensacola, FL"
"Adt Commercial LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); adtcommercial.com: http 503 | adt-commercial.com: http 403","Boca Raton, FL"
"ADU & BETO LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Bronx, NY"
"Advance Datacom Communication Services Inc.","https://www.advancedatacom.com/","https://www.advancedatacom.com/contact-us","form","https://www.advancedatacom.com/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Baldwin, NY"
"Advance Light And Power Electric Corp.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancelightpower.com: fetch failed (dns/tls/timeout/blocked) | advancelight.com: page body empty","Brooklyn, NY"
"Advance Multi Global Company Limited","","","none","","2026-09-03","no site confirmed after 1 fetch(es); advancemulti.com: page does not name the organisation",""
"Advance Ocean Construction","","","none","","2026-09-03","no site confirmed after 1 fetch(es); advanceocean.com: http 403","Williamstown, NJ"
"Advance Rrp LLC","https://advancerrp.com/","https://advancerrp.com/contact-3/","form","https://advancerrp.com/contact-3/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Pleasantville, NJ"
"Advance Security and Intercoms Inc.","https://www.advancesecurityny.com/","https://www.advancesecurityny.com/home#contact","form","https://www.advancesecurityny.com/home#contact","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Yonkers, NY"
"Advanced American Construction, Inc.","https://www.advancedamerican.com/","https://www.advancedamerican.com/contact","form","https://www.advancedamerican.com/contact","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Portland, OR"
"Advanced Building Corporation","https://www.advanced-building.com/","https://www.advanced-building.com/contact-us","form","https://www.advanced-building.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Mc Farland, WI"
"Advanced Commercial Roofing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedcommercialroofing.com: page does not name the organisation | advancedcommercialroofing.net: weak name (advancedcommercialroofing): page does not corroborate the location","IL"
"Advanced Controls & Automation L.L.C.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedcontrols.com: page body empty | controlsautomation.com: page body empty","Clifton Park, NY"
"Advanced Door Service Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advanceddoorservice.com: page body empty | advanceddoor.com: page does not name the organisation","Bremerton, WA"
"Advanced Electrical Technlgies","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedelectrical.com: page does not name the organisation | advancedelectrical.net: page body empty","Longview, WA"
"Advanced Energy Systems Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedenergysystems.com: page body empty | advancedenergy.com: fetch failed (dns/tls/timeout/blocked)","Chehalis, WA"
"Advanced Facade Inc.","https://www.advfacade.com/","info@advfacade.com","mailbox","https://www.advfacade.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Far Rockaway, NY"
"Advanced Future Group International Gen. Trading & Cont. Co. Wll","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Advanced Government Serv LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); advancedgovernment.com: page body empty","Tacoma, WA"
"Advanced Graphix, LLC","https://advancedgraphix.com/","accounting@advancedgraphix.com","mailbox","https://advancedgraphix.com/contacts/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page","Chambersburg, PA"
"Advanced Industrial Services, Inc","https://www.advancedindustrialservices.com/","https://www.advancedindustrialservices.com/contact-us/","form","https://www.advancedindustrialservices.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","York, PA"
"Advanced Logistic Partners Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); advancedlogistic.com: parked/stub page (domain for sale)","Jarrettsville, MD"
"Advanced Management Group, L.L.C.","https://advancedmanagement.net/","info@advancedmanagement.net","mailbox","https://advancedmanagement.net/contact","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on contact page","Titusville, FL"
"Advanced Plumbing & Mechanical Llc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedplumbingmechanical.com: page body empty | advancedplumbing.com: page does not name the organisation","IL"
"Advanced Protection Srvcs Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); advancedprotection.com: parked/stub page (make an offer)","Pasco, WA"
"Advanced Solutions Group, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedsolutionsgroup.com: page body empty | advancedsolutions.com: page does not name the organisation","Kaysville, UT"
"Advanced Spray Foam, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedsprayfoam.com: host does not carry the organisation name | advancedspray.com: parked/stub page (hugedomains)","Saratoga Springs, NY"
"Advanced Sustainable Engineered Solutions LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); sustainableengineered.com: page body empty","Saint Helena Island, SC"
"Advanced Testing Systems Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advancedtestingsystems.com: host does not carry the organisation name | advancedtesting.com: page body empty","Bethel, CT"
"Advanced Wiring Solutions","https://www.advancedwiringsolutions.com/","https://www.advancedwiringsolutions.com/contact-us/","form","https://www.advancedwiringsolutions.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","IL"
"Advancia Remediation Services, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Milwaukee, WI"
"Advantage Industrial Machinery Relocators, Inc","https://advantageindustrialmachineryrelocators.com/","https://advantageindustrialmachineryrelocators.com/contact","form","https://advantageindustrialmachineryrelocators.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Oklahoma City, OK"
"Advantage Mechanical Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); advantagemechanical.com: weak name (advantagemechanical): page does not corroborate the location","IL"
"Advantage Mechanical-Refrigeration, Inc.","https://www.advantagemechanical.com/","info@advantagemechanical.com","mailbox","https://www.advantagemechanical.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","Cedar Springs, MI"
"Advantix Engineering Corp","https://www.advantixengineering.com/","https://www.advantixengineering.com/contactus","form","https://www.advantixengineering.com/contactus","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Caguas, PR"
"Advantor Systems II LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); advantorsystems.com: parked/stub page (under construction) | advantorsystems.net: page does not name the organisation","Orlando, FL"
"Advon Corporation","https://www.advon.com/","sales@advon.com","mailbox","https://www.advon.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","Tallahassee, FL"
"AE CM Services","https://www.aecmservices.net/","info@aecmservices.net","mailbox","https://www.aecmservices.net/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Astoria, NY"
"Ae-Facility Management Gmbh","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Aecom Technical Services, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","CA,VA"
"Aed Stratecon, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Hyattsville, MD"
"Aem Services, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aemservices.com: page does not name the organisation | aem-services.com: weak name (aemservices): page does not corroborate the location","Fort Valley, GA"
"Aeonrg LLC","https://aeonrg.com/","https://aeonrg.com/contact-us/","form","https://aeonrg.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Downingtown, PA"
"Aero Paving & Construction, LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aeropaving.com: parked/stub page (domain for sale)","Baton Rouge, LA"
"Aes-Aurora Environmental Services Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Aurora, IL"
"Aetotech LLC","https://aetotech.net/","https://aetotech.net/contact/","form","https://aetotech.net/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Las Vegas, NV"
"AEX Electric LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); aexelectric.com: page body empty","Brooklyn, NY"
"Aey Inc","","","none","","2026-09-03","no site confirmed after 2 fetch(es); aey.com: http 403 | aey.net: page body empty","Loma, CO"
"AF ELECTRIC CORP.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); afelectric.com: parked/stub page (hugedomains) | af-electric.com: weak name (afelectric): page does not corroborate the location","Freeport, NY"
"Afci-Cci JV One LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Elk Grove Village, IL"
"Affiliated Customer Service Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","IL"
"Afforda Inc.","https://affordanyc.com/","contact@affordanyc.com","mailbox","https://affordanyc.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Brooklyn, NY"
"Affordable Hauling, LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); affordablehauling.org: fetch failed (dns/tls/timeout/blocked) | affordablehauling.com: http 403","New Orleans, LA"
"Affordable Service Solutions, LLC","https://affordableservicesolutions.com/","https://affordableservicesolutions.com/contact-us/","form","https://affordableservicesolutions.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Richmond, KY"
"AFG CUSTOM CABINETRY LLC","https://afgcabinetry.com/","https://afgcabinetry.com/contact/","form","https://afgcabinetry.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","New York, NY"
"Afg Group Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); afggroup.com: page does not name the organisation | afg-group.com: parked/stub page (domain may be for sale)","Herndon, VA"
"AFG Group, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); afgcm.com: host does not carry the organisation name | afggroup.com: page does not name the organisation","New York, NY"
"AFI Glass & Architectural Metal, Inc.","https://www.afiglass.com/","https://www.afiglass.com/contact-us/","form","https://www.afiglass.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Poughkeepsie, NY"
"AFSCO Fence Supply Company LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); afscofencesupply.com: page body empty | afscofence.com: page does not name the organisation","NY"
"AFT Mechanical LLC","https://aftmech.com/","https://aftmech.com/contact/","form","https://aftmech.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","NY"
"After Hours Plumbing & Htg Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); afterhours.com: fetch failed (dns/tls/timeout/blocked)","Wenatchee, WA"
"Ag Solutions LLC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); agsolutions.com: page does not name the organisation | ag-solutions.com: parked/stub page (hugedomains)","Farmington, NM"
"Agape Encounters, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Lakewood, CO"
"Agassiz Mechanical Inc","","","none","","2026-09-03","no site confirmed after 1 fetch(es); agassizmechanical.com: page body empty","Fargo, ND"
"Agate Asphalt & Excavation","","","none","","2026-09-03","no site confirmed after 1 fetch(es); agateasphalt.com: http 429","Poulsbo, WA"
"Agbayani Construction Corporation","","","none","","2026-09-03","no candidate domain resolved from the name","Daly City, CA"
"Agbayani Construction Corp","","","none","","2026-09-03","no candidate domain resolved from the name","Barrigada, GU"
"Age General Engineering Co, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Casa Grande, AZ"
"Agent 711 Electric LLC","","","none","","2026-09-03","no site confirmed after 1 fetch(es); agent711.com: parked/stub page (hugedomains)","Spokane, WA"
"Aggreko, LLC","https://www.aggreko.com/","https://www.aggreko.com/en-us/contact-us","form","https://www.aggreko.com/en-us/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","New Iberia, LA"
"Agile Construction, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); agileconstruction.com: page body empty | agileconstruction.net: host does not carry the organisation name","Carmichael, CA"
"Agnora Inc","https://agnora.com/","sales@agnora.com","mailbox","https://agnora.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage","IA,NJ,UT"
"Agri Industries Inc","https://agriindustries.com/","https://agriindustries.com/contact/","form","https://agriindustries.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Williston, ND"
"Agustin Construction Corp.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); agustinconstruction.com: page body empty","Brooklyn, NY"
"Ahearn Electric, Inc.","https://ahearnelectric.com/","https://ahearnelectric.com/#contact-ahearn","form","https://ahearnelectric.com/#contact-ahearn","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Bremerton, WA"
"Ahlstrom-Schaeffer Electric Corporation","","","none","","2026-09-03","no candidate domain resolved from the name","NY"
"AHM Builders Corp","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ahmbuilders.com: fetch failed (dns/tls/timeout/blocked)","Dix Hills, NY"
"Ahntech Global Branch Europe LLC","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Ahntech Inc","https://www.ahntech.com/","https://www.ahntech.com/contact-us","form","https://www.ahntech.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Los Altos, CA"
"Ahtna Builders, LLC","","","none","","2026-09-03","no candidate domain resolved from the name","Palmer, AK"
"Ahtna Design-Build Inc","","","none","","2026-09-03","no candidate domain resolved from the name","West Sacramento, CA"
"Ahtna Environmental, Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Anchorage, AK"
"Ahtna Government Services Corp","","","none","","2026-09-03","no candidate domain resolved from the name","West Sacramento, CA"
