"name","website","contact_route","route_type","evidence_url","checked_on","notes","location"
"Central Cooling & Heating","https://centralcooling.com/","https://centralcooling.com/contact-us/","form","https://centralcooling.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Woburn, MA"
"Century Contractors","https://centurycontractors.com/","info@centurycontractors.com","mailbox","https://centurycontractors.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on contact page","Matthews, NC"
"Chadwick Service Company","https://chadwickservice.com/","info@chadwickservice.com","mailbox","https://chadwickservice.com/contactus","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on contact page","Bensalem, PA"
"Champion Industrial","https://www.championindustrial.com/","https://www.championindustrial.com/contact/","form","https://www.championindustrial.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Modesto, CA"
"Chandler Air","","","none","","2026-09-03","no site confirmed after 2 fetch(es); chandlerair.com: http 500 | chandler-air.com: page body empty","Phoenix, AZ"
"Chapman Heating, Air Conditioning & Plumbing","https://chapmanheating.com/","https://chapmanheating.com/contact-us/","form","https://chapmanheating.com/contact-us/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Indianapolis, IN"
"Charles Stone Mechanical","https://www.charlesstonemechanical.com/","https://www.charlesstonemechanical.com/contact-us/","form","https://www.charlesstonemechanical.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Cookeville, TN"
"Choice Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); choicemechanical.com: page does not name the organisation | choicemechanical.net: weak name (choicemechanical): page does not corroborate the location","Wheat Ridge, CO"
"Church Plumbing & Heating","https://churchplumbing.com/","https://churchplumbing.com/contact-us/","form","https://churchplumbing.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Elkhart, Indiana"
"Classic Aire Care","https://www.classicairecare.com/","https://www.classicairecare.com/contact-us","form","https://www.classicairecare.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","St. Louis, Missouri"
"Classic Refrigeration","https://www.classicrefrigeration.com/","info@classicrefrigeration.com","mailbox","https://www.classicrefrigeration.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Brea, California"
"Climate Control Heating & Air Conditioning","","","none","","2026-09-03","no site confirmed after 2 fetch(es); climatecontrol.com: http 503 | climatecontrol.net: page body empty; no site confirmed after 2 fetch(es); climatecontrol.com: fetch failed (dns/tls/timeout/blocked) | climatecontrol.net: page body empty","Lexington, Kentucky"
"Climate Control Heating, Cooling and Plumbing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); climatecontrol.com: fetch failed (dns/tls/timeout/blocked) | climatecontrolheatingcooling.com: page does not name the organisation",""
"Climate Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); climatesolutions.com: http 429 | climate-solutions.com: weak name (climatesolutions): page does not corroborate the location","Austin, TX"
"CLS Facility Services","https://clsfacilityservices.com/","https://clsfacilityservices.com/contact/","form","https://clsfacilityservices.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"CMC Corporate Solutions","","","none","","2026-09-03","no candidate domain resolved from the name","Baton Rouge, LA"
"CMS Controls - Ohio","","","none","","2026-09-03","no site confirmed after 2 fetch(es); cmscontrols.com: page body empty | cmscontrols.net: page does not name the organisation; no site confirmed after 2 fetch(es); cmscontrols.com: page body empty | cmscontrols.net: http 503","Dublin, OH"
"CMS Controls","","","none","","2026-09-03","no site confirmed after 2 fetch(es); cmscontrols.com: page body empty | cms-controls.com: weak name (cmscontrols): page does not corroborate the location","Marietta, GA"
"Coblentz Plumbing Solutions","https://coblentzplumbing.com/","info@coblentzplumbing.com","mailbox","https://coblentzplumbing.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Uniontown, OH"
"Cochran Exteriors","https://www.cochranexteriors.com/","https://www.cochranexteriors.com/contact","form","https://www.cochranexteriors.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Collins Comfort Masters","https://collinscomfort.com/","https://collinscomfort.com/contact-us","form","https://collinscomfort.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Gilbert, AZ"
"Colorado Mechanical Systems","","","none","","2026-09-03","no site confirmed after 2 fetch(es); coloradomechanicalsystems.com: http 503 | coloradomechanical.com: page does not name the organisation; no site confirmed after 2 fetch(es); coloradomechanicalsystems.com: fetch failed (dns/tls/timeout/blocked) | coloradomechanical.com: page does not name the organisation","Denver, CO"
"Comfort By Design, Inc.","https://comfortbydesign.com/","https://comfortbydesign.com/contact-us","form","https://comfortbydesign.com/contact-us","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Ellsworth, WI"
"Comfort Flow","https://www.comfortflow.com/","https://www.comfortflow.com/contact/survey","form","https://www.comfortflow.com/contact/survey","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Coos Bay, OR"
"Comfort Matters Heating & Cooling","https://comfortmatters.com/","https://comfortmatters.com/contact/","form","https://comfortmatters.com/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Comfort Systems USA","","","none","","2026-09-03","no site confirmed after 2 fetch(es); comfortsystemsusa.com: page body empty | comfortsystems.com: page body empty","Houston, TX"
"Comfort Wave","https://www.comfortwave.com/","https://www.comfortwave.com/contact-us","form","https://www.comfortwave.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Oklahoma City, OK"
"Commercial Air","https://commercialair.com/","https://commercialair.com/contact-us","form","https://commercialair.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Arizona"
"Commercial Express HVAC","","","none","","2026-09-03","no site confirmed after 2 fetch(es); commercialexpresshvac.com: http 503 | commercialexpress.com: page body empty; no site confirmed after 2 fetch(es); commercialexpresshvac.com: fetch failed (dns/tls/timeout/blocked) | commercialexpress.com: page body empty","Sterling, VA"
"Commercial Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); commercialmechanical.com: fetch failed (dns/tls/timeout/blocked); no candidate domain resolved from the name","Salt Lake City, UT"
"Commercial Service Repair","https://commercialservice.com/","info@commercialservice.com","mailbox","https://commercialservice.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","Greenville, South Carolina"
"Conditioned Air Design, Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); conditionedair.com: page does not name the organisation | conditionedair.net: page does not name the organisation","West Allis, WI"
"Connors Plumbing, Heating, Air & Drain","","","none","","2026-09-03","no candidate domain resolved from the name","South Central Minnesota"
"Control Solutions Inc.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); controlsolutions.com: weak name (controlsolutions): page does not corroborate the location | control-solutions.com: weak name (controlsolutions): page does not corroborate the location",""
"Controlair Systems","https://www.controlairsystems.com/","support@controlairsystems.com","mailbox","https://www.controlairsystems.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Cool Air Mechanical","https://www.770coolair.com/","https://www.770coolair.com/contact/","form","https://www.770coolair.com/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Marietta, GA"
"Cool Air Solutions","https://coolairsolutions.com/","https://coolairsolutions.com/contact-us/","form","https://coolairsolutions.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Cool Wizard Air Conditioning","https://coolwizardairconditioning.com/","https://coolwizardairconditioning.com/contact/","form","https://coolwizardairconditioning.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Florida"
"Coolray Heating & Air Conditioning","","","none","","2026-09-03","no candidate domain resolved from the name","Metro Atlanta, GA"
"CoolToday / PlumbingToday / EnergyToday","","","none","","2026-09-03","no candidate domain resolved from the name","Sarasota, FL"
"Cooney Air Conditioning & Heating","https://www.cooneyair.com/","https://www.cooneyair.com/contact/","form","https://www.cooneyair.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Syracuse, NY"
"Corley Plumbing, Air, Electric","","","none","","2026-09-03","no site confirmed after 1 fetch(es); corleypro.com: page does not name the organisation","Greenville, SC"
"Cornerstone Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); cornerstonemechanical.com: weak name (cornerstonemechanical): page does not corroborate the location | cornerstone-mechanical.com: weak name (cornerstonemechanical): page does not corroborate the location","Nashville, TN"
"Cornetta Bros","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Couto Construction","https://www.coutoconstruction.com/","https://www.coutoconstruction.com/contact","form","https://www.coutoconstruction.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Crete Building Services (CBS)","","","none","","2026-09-03","no candidate domain resolved from the name",""
"Crisafulli Bros.","","","none","","2026-09-03","no site confirmed after 2 fetch(es); crisbro.com: host does not carry the organisation name | crisafullibros.com: host does not carry the organisation name","Albany, NY"
"Crosby Electric","https://crosbyelectric.com/","jobs@crosbyelectric.com","mailbox","https://crosbyelectric.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"CS3","","","none","","2026-09-03","no site confirmed after 2 fetch(es); cs3.com: page does not name the organisation | cs3.net: page body empty","Memphis, TN"
"CTC Building Solutions","","","none","","2026-09-03","no candidate domain resolved from the name","Cromwell, CT"
"Custom Air & Plumbing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); customair.com: http 503 | customair.net: page does not name the organisation; no site confirmed after 2 fetch(es); customair.com: fetch failed (dns/tls/timeout/blocked) | customair.net: page does not name the organisation","Sarasota, FL"
"Custom Mechanical","https://www.custommechanical.com/","https://www.custommechanical.com/contact","form","https://www.custommechanical.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Frankfort, Delaware"
"D Angelo And Sons","","","none","","2026-09-03","no site confirmed after 2 fetch(es); dangelo.com: page does not name the organisation | dangelo.net: page does not name the organisation",""
"Dael Thermal","","","none","","2026-09-03","no site confirmed after 1 fetch(es); daelthermal.com: weak name (daelthermal): page does not corroborate the location","665 Millway Ave unit 21, Concord, ON L4K 3T8, Canada"
"Dahme Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); dahmemechanical.com: page body empty","Countryside, IL"
"Dauenhauer Plumbing | Heating & Air","https://dauenhauerplumbing.com/","https://dauenhauerplumbing.com/contact/","form","https://dauenhauerplumbing.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Louisville, KY"
"Dave’s World","","","none","","2026-09-03","no site confirmed after 2 fetch(es); davesworld.com: weak name (davesworld): page does not corroborate the location | daveworld.com: parked/stub page (domain for sale)","7 Locations in Maine"
"David Gray Heating & Air","https://www.davidgray.com/","help@davidgray.com","mailbox","https://www.davidgray.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage","Florida"
"Davis Heating and Cooling","https://davisheatingair.com/","https://davisheatingair.com/contact/","form","https://davisheatingair.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Rocky Mount, VA"
"DEAN’S HOME SERVICES","https://calldeans.com/","customercare@calldeans.com","mailbox","https://calldeans.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Minneapolis, MN"
"Del-Air Heating, Air Conditioning & Plumbing","","","none","","2026-09-03","no site confirmed after 1 fetch(es); delair.com: http 403","Sanford, FL"
"Delco","","","none","","2026-09-03","no site confirmed after 2 fetch(es); delco.com: http 403 | delco.net: parked/stub page (domain for sale)","Delaware County, PA"
"Deljo Heating & Cooling","https://deljoheating.com/","https://deljoheating.com/contact/","form","https://deljoheating.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Chicago, Illinois"
"Delta Building Technologies","https://www.deltabuildingtechnologies.com/","https://www.deltabuildingtechnologies.com/contact-us","form","https://www.deltabuildingtechnologies.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Lombard, IL"
"Demand Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); demandmechanical.com: page does not name the organisation","Nashville, TN"
"DesignBuild Mechanical","","","none","","2026-09-03","no site confirmed after 2 fetch(es); designbuildmechanical.com: parked/stub page (this domain is for sale) | designbuildmechanical.net: page body empty; no site confirmed after 2 fetch(es); designbuildmechanical.com: parked/stub page (hugedomains) | designbuildmechanical.net: page body empty",""
"Diamondback Plumbing","https://diamondbackmechanical.com/","service@diamondbackmechanical.com","mailbox","https://diamondbackmechanical.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Diversified Thermal Services","https://diversifiedthermalservices.com/","https://diversifiedthermalservices.com/contact-us","form","https://diversifiedthermalservices.com/contact-us","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Anaheim, CA"
"Divine Electric","https://www.calldivine.com/","https://www.calldivine.com/contact-us/","form","https://www.calldivine.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","San Rafael, CA"
"DMC Service","","","none","","2026-09-03","no site confirmed after 2 fetch(es); dmcservice.com: host does not carry the organisation name | dmc-service.com: http 403","Olathe, Kansas"
"Donovan Heat & Air","","","none","","2026-09-03","no candidate domain resolved from the name","Jacksonville, FL"
"Dunco Heating, Cooling & Plumbing","https://duncohc.com/","https://duncohc.com/contact/","form","https://duncohc.com/contact/","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Lawrence, KS"
"Dunn's HVAC, Plumbing & Electrical","","","none","","2026-09-03","no candidate domain resolved from the name","Alabama"
"Dunrite HVAC Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); dunritehvacservices.com: page does not name the organisation | dunritehvac.com: http 503; no site confirmed after 2 fetch(es); dunritehvacservices.com: page does not name the organisation | dunritehvac.com: fetch failed (dns/tls/timeout/blocked)","Dallas, Texas"
"Dutch Enterprises","https://www.dutchenterprises.com/","https://www.dutchenterprises.com/contact-us/","form","https://www.dutchenterprises.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Jackson, MO"
"Dwyer Services","https://dwyerservices.com/","service@dwyerservices.com","mailbox","https://dwyerservices.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; mailbox on contact page",""
"Dynaire Corporation","https://www.dynaire.com/","https://www.dynaire.com/Commercial/Contact-Us.aspx","form","https://www.dynaire.com/Commercial/Contact-Us.aspx","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"EarlyBird Electricians","https://earlybirdelectricians.com/","https://earlybirdelectricians.com/contact/","form","https://earlybirdelectricians.com/contact/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published",""
"Eck Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); eckelectric.com: host does not carry the organisation name | eckservices.com: page body empty","Wichita, KS"
"Eco Plumbers, Electricians, and HVAC Technicians","","","none","","2026-09-03","no site confirmed after 2 fetch(es); ecoplumbers.com: page does not name the organisation | ecoplumbers.net: http 404","Hilliard, Ohio"
"ECS Comfort Heating & Cooling","https://ecscomfort.com/","https://ecscomfort.com/contact-us/","form","https://ecscomfort.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Palmyra, PA"
"EJ Plumbing","https://www.ejplumbing.com/","https://www.ejplumbing.com/contact-us/","form","https://www.ejplumbing.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Santa Clara, CA"
"Ellington AC & Electric","https://ellingtonac.com/","https://ellingtonac.com/contact","form","https://ellingtonac.com/contact","2026-09-03","register-website: site confirmed: full name in page; contact page fetched, no generic mailbox published","Rockledge, FL"
"Ellis Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); ellismechanical.com: parked/stub page (this domain is for sale)",""
"Emerald Built Environments","https://www.emeraldbe.com/","info@emeraldbe.com","mailbox","https://www.emeraldbe.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Encom","https://encom.net/","","none","https://encom.net/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)","Knoxville, TN"
"ENCON Heating & AC","","","none","","2026-09-03","no candidate domain resolved from the name","Mount Kisco, NY"
"Engineered Cooling Services","","","none","","2026-09-03","no site confirmed after 2 fetch(es); engineeredcoolingservices.com: page body empty | engineeredcooling.com: host does not carry the organisation name","Millbrook, AL"
"Entek Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); enteksolutions.com: parked/stub page (this domain is for sale) | enteksolutions.net: page does not name the organisation","Buford, GA"
"Environment Masters","https://environmentmasters.com/","https://environmentmasters.com/about/","form","https://environmentmasters.com/about/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Metro Jackson, MS"
"Environmental Control Solutions","","","none","","2026-09-03","no site confirmed after 2 fetch(es); environmentalcontrolsolutions.com: page body empty | environmentalcontrol.com: page body empty","Peoria, IL"
"ESCO Heating, Air Conditioning, Plumbing & Electric","","","none","","2026-09-03","no candidate domain resolved from the name","Salt Lake City, UT"
"Essential Power Systems","https://essentialpower.com/","https://essentialpower.com/contact-us/","form","https://essentialpower.com/contact-us/","2026-09-03","dns-guess: site confirmed: distinctive name in page; contact page fetched, no generic mailbox published","Lagrangeville, NY"
"ESSI – Electronic System Services Inc.","","","none","","2026-09-03","no candidate domain resolved from the name","Fort Myers, FL"
"Evolution Mechanical","https://evolutionmechanical.net/","https://evolutionmechanical.net/contact/","form","https://evolutionmechanical.net/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published","Dallas, TX"
"Exterior Medics","https://www.exteriormedics.com/","https://www.exteriormedics.com/contact","form","https://www.exteriormedics.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Facility Systems Services","","","none","","2026-09-03","no site confirmed after 1 fetch(es); facilitysystems.com: http 403",""
"Farmer & Irwin","","","none","","2026-09-03","no candidate domain resolved from the name","Riviera Beach, FL"
"Faszold Comfort Systems","","","none","","2026-09-03","no candidate domain resolved from the name","St. Louis, Missouri"
"Fayette Heating & Air","https://fayetteheating.com/","https://fayetteheating.com/contact-us/","form","https://fayetteheating.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Lexington, KY"
"Feyen Zylstra","https://www.feyenzylstra.com/","https://www.feyenzylstra.com/contact-us/","form","https://www.feyenzylstra.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Grand Rapids, MI"
"FirstRidge Service Partners","https://firstridgeservicepartners.com/","","none","https://firstridgeservicepartners.com/","2026-09-03","dns-guess: site confirmed: full name in page; no contact page found (homepage only)",""
"Flame Heating, Cooling, Plumbing & Electrical","https://www.flameheating.com/","https://www.flameheating.com/contact-us/","form","https://www.flameheating.com/contact-us/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; contact page fetched, no generic mailbox published","Warren, Michigan"
"Foster Plumbing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); fosterplumbing.com: page does not name the organisation | foster-plumbing.com: weak name (fosterplumbing): page does not corroborate the location",""
"Frank Gay Services","https://frankgayservices.com/","https://frankgayservices.com/contact-us/","form","https://frankgayservices.com/contact-us/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Orlando, FL"
"Franzoso Contracting","https://www.franzoso.com/","https://www.franzoso.com/contact","form","https://www.franzoso.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Frasier’s Plumbing, Heating, & Cooling","https://www.frasiers.com/","info@frasiers.com","mailbox","https://www.frasiers.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Rhinelander, Wisconsin"
"Frederick Air","https://www.frederickair.com/","info@frederickair.com","mailbox","https://www.frederickair.com/","2026-09-03","dns-guess: site confirmed: full name in page; mailbox on homepage",""
"Frontier Service Partners","","","none","","2026-09-03","no site confirmed after 2 fetch(es); frontierservicepartners.com: http 403 | frontierservice.com: http 403",""
"G Fedale","https://www.gfedale.com/","https://www.gfedale.com/contact","form","https://www.gfedale.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"G&G Heating & Air Conditioning","https://gandgheatingolympia.com/","https://gandgheatingolympia.com/contact/","form","https://gandgheatingolympia.com/contact/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Olympia, WA"
"GAC Services","https://gacservices.com/","https://gacservices.com/contact/","form","https://gacservices.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Gaithersburg, MD"
"Gary & Sons, Inc.","","","none","","2026-09-03","no site confirmed after 1 fetch(es); garysons.com: weak name (garysons): page does not corroborate the location","Falls Creek, Pennsylvania"
"GE Mechanical","https://gemechanical.com/","https://gemechanical.com/contact/","form","https://gemechanical.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Vineland, NJ"
"General Mechanical Services","https://generalmechanical.com/","info@generalmechanical.com","mailbox","https://generalmechanical.com/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; mailbox on homepage",""
"Gentry Service Group","https://www.gentryservice.com/","","none","https://www.gentryservice.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; no contact page found (homepage only)","Swannanoa, NC"
"George Brazil Air Conditioning & Heating","https://georgebrazilplumbingelectrical.com/","https://georgebrazilplumbingelectrical.com/contact/","form","https://georgebrazilplumbingelectrical.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Phoenix, AZ"
"Getzschman Heating & Air Conditioning","https://getzschman.com/","https://getzschman.com/contact-us/","form","https://getzschman.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Omaha, NE"
"Gf Sprague","https://www.gfsprague.com/","https://www.gfsprague.com/contact","form","https://www.gfsprague.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Gilmore Heating, Air, Plumbing","https://gilmoreair.com/","https://gilmoreair.com/contact/","form","https://gilmoreair.com/contact/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Antelope, CA"
"Glasco","","","none","","2026-09-03","no site confirmed after 2 fetch(es); glasco.com: page body empty | glasco.net: page body empty","South Windsor, CT"
"Goettl Air Conditioning & Plumbing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); goettl.com: http 403 | goettlairconditioning.com: page body empty; no site confirmed after 2 fetch(es); goettl.com: fetch failed (dns/tls/timeout/blocked) | goettlairconditioning.com: page body empty","Las Vegas, NV"
"Golding Mechanical Services","","","none","","2026-09-03","no candidate domain resolved from the name","Memphis, TN"
"Goode Plumbing","https://www.goodeplumbing.com/","info@goodeplumbing.com","mailbox","https://www.goodeplumbing.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Chicago, Illinois"
"Grapids Heating & Cooling, Inc","","","none","","2026-09-03","no candidate domain resolved from the name","Grand Rapids, MI"
"Green Mountain Plumbing & Heating","https://www.greenmountainenergy.com/","https://www.greenmountainenergy.com/en/contact-us","form","https://www.greenmountainenergy.com/en/contact-us","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Woodstock, VT"
"Green's Appliance, Cooling & Heating","https://greensahc.com/","https://greensahc.com/contact-us/","form","https://greensahc.com/contact-us/","2026-09-03","register-website: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Des Moines, IA"
"Greenbox Heating & Air","","","none","","2026-09-03","no candidate domain resolved from the name","Lexington, Kentucky"
"Greenwell Plumbing","https://greenwellservice.com/","https://greenwellservice.com/contact-us/","form","https://greenwellservice.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","New Albany, IN"
"Guaranteed Service","https://www.guaranteedservice.com/","info@guaranteedservice.com","mailbox","https://www.guaranteedservice.com/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Manasquan, NJ"
"Gulf Shore Cooling","https://gulfshorecooling.com/","https://gulfshorecooling.com/contact-us/","form","https://gulfshorecooling.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Fort Myers, FL"
"Guy Smith Heating, Cooling & Plumbing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); guysmith.com: page does not name the organisation | guysmith.net: host does not carry the organisation name","Virginia Beach, VA"
"Hager Fox Heating & Cooling","https://hagerfox.com/","https://hagerfox.com/contact/","form","https://hagerfox.com/contact/","2026-09-03","dns-guess: site confirmed: two distinctive tokens in page; city/state corroborated; contact page fetched, no generic mailbox published","Lansing, Michigan"
"Haley Mechanical","","","none","","2026-09-03","no site confirmed after 1 fetch(es); haleymechanical.com: http 403","Ann Arbor, MI"
"Hamlin Air Conditioning & Sheet Metal","","","none","","2026-09-03","no site confirmed after 1 fetch(es); hamlinair.com: http 503; no site confirmed after 1 fetch(es); hamlinair.com: fetch failed (dns/tls/timeout/blocked)","Macon, GA"
"Harts Plumbers, Electricians & HVAC Technicians","","","none","","2026-09-03","no candidate domain resolved from the name","Tacoma, Washington"
"Hartwig Mechanical","https://hartwigmechanical.com/","https://hartwigmechanical.com/contact/","form","https://hartwigmechanical.com/contact/","2026-09-03","dns-guess: site confirmed: full name in page; contact page fetched, no generic mailbox published",""
"Hawks & Company","","","none","","2026-09-03","no site confirmed after 2 fetch(es); hawks.com: host does not carry the organisation name | hawks.net: host does not carry the organisation name","Deptford, NJ"
"Hays Service","https://haysservice.com/","info@haysservice.com","mailbox","https://haysservice.com/","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; mailbox on homepage","Macon, GA"
"Helios HVACR","https://www.helioshvacr.com/","https://www.helioshvacr.com/contact","form","https://www.helioshvacr.com/contact","2026-09-03","dns-guess: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Maitland, FL"
"Henderson Roofing","","","none","","2026-09-03","no site confirmed after 2 fetch(es); hendersonroofing.com: weak name (hendersonroofing): page does not corroborate the location | henderson-roofing.com: weak name (hendersonroofing): page does not corroborate the location",""
"Hendrick Heat, Air & Plumbing","https://hendrickheatandair.com/","https://hendrickheatandair.com/contact-us/","form","https://hendrickheatandair.com/contact-us/","2026-09-03","register-website: site confirmed: full name in page; city/state corroborated; contact page fetched, no generic mailbox published","Tulsa, OK"
