"app","prospect_type","segment","name","website","location","size_signal","fit_rationale","contact_route","decision_maker_role","source_url","source_type","confidence","collected_on","notes"
"wagelens","end-customer","public works contractor registry (NY)","NIKO DEVELOPMENT CORP.","","West Hempstead, NY","active NYSDOL public work contractor registration 26-637TO-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Noble Elevator Company Inc.","","Bohemia, NY","active NYSDOL public work contractor registration 26-64RIC-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","NORTHERN PIONEER CONTRACTORS INC.","","Glenfield, NY","active NYSDOL public work contractor registration 26-63SLR-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","NORTHSTAR CONTRACTING CORP","","Merrick, NY","active NYSDOL public work contractor registration 26-64D5E-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","NSP ENTERPRISES INC.","","Brooklyn, NY","active NYSDOL public work contractor registration 26-64GBH-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29; dba NSP ENTERPRISES, INC"
"wagelens","end-customer","public works contractor registry (NY)","Nurzia Construction Corporation","","Fishkill, NY","active NYSDOL public work contractor registration 26-63H5K-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Ojibway Construction Corp.","","North Tonawanda, NY","active NYSDOL public work contractor registration 26-64FED-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Paradigm Plumbing Corp.","","Bohemia, NY","active NYSDOL public work contractor registration 26-64DBY-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Parratt-Wolff, Inc.","","East Syracuse, NY","active NYSDOL public work contractor registration 26-648DN-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Pro Carpet, Inc.","","Spencerport, NY","active NYSDOL public work contractor registration 26-635K7-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Purity Laboratories Inc.","","East Rutherford, NJ","active NYSDOL public work contractor registration 26-64YX8-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Qapla Enterprises Inc.","","Nyack, NY","active NYSDOL public work contractor registration 26-639LX-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-31; dba Guardian Gym Equipment"
"wagelens","end-customer","public works contractor registry (NY)","Sagona Landscaping Ltd.","","Staten Island, NY","active NYSDOL public work contractor registration 26-64YBS-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","S.B.G Finishing and Paint LLC","","Stormville, NY","active NYSDOL public work contractor registration 26-697UN-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-09-01"
"wagelens","end-customer","public works contractor registry (NY)","Schumacher Systems, Inc.","","Callicoon, NY","active NYSDOL public work contractor registration 26-63374-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","SCIENTIFIC ELECTRIC COMPANY, INC.","","Bronx, NY","active NYSDOL public work contractor registration 26-64R7H-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Seabreeze Pavement of NY, LLC","","Rochester, NY","active NYSDOL public work contractor registration 26-633HY-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Security System Installation, Inc.","","Malta, NY","active NYSDOL public work contractor registration 26-64Y1D-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","S.E.G. CONSTRUCTION, INC.","","Buffalo, NY","active NYSDOL public work contractor registration 26-637QA-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","SENECA CONSTRUCTION SERVICES, INC,","","Salamanca, NY","active NYSDOL public work contractor registration 26-64FJC-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Specialty Construction System, Inc.","","Mount Vernon, NY","active NYSDOL public work contractor registration 26-64BPV-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Statewide Roofing Inc.","","Ronkonkoma, NY","active NYSDOL public work contractor registration 26-64B36-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","Structural Contracting Services, Inc.","","Mount Vernon, NY","active NYSDOL public work contractor registration 26-64RDL-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Suburban Maintenance & Landscaping, Inc.","","Mount Kisco, NY","active NYSDOL public work contractor registration 26-64NFR-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","TARU Associates Corp","","Merrick, NY","active NYSDOL public work contractor registration 26-635SE-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","The ALC Group, LLC","","New York, NY","active NYSDOL public work contractor registration 26-64DDL-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29; dba ALC Environmental"
"wagelens","end-customer","public works contractor registry (NY)","The Franklin Company Contractors, Inc.","","College Point, NY","active NYSDOL public work contractor registration 26-64B74-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Top Line Ltd. Inc.","","Burnt Hills, NY","active NYSDOL public work contractor registration 26-634S5-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29; dba AJ Sign Co."
"wagelens","end-customer","public works contractor registry (NY)","Tribeca Airconditioning Corp.","","Bronx, NY","active NYSDOL public work contractor registration 26-64RHA-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","TRIPLE E POWER & LIGHT, LLC","","Vestal, NY","active NYSDOL public work contractor registration 26-6347Q-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29; dba Triple E Power & Light LLC"
"wagelens","end-customer","public works contractor registry (NY)","Triple S Air Systems Inc.","","Ronkonkoma, NY","active NYSDOL public work contractor registration 26-64BYY-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Tri State Dismantling Corp.","","Brooklyn, NY","active NYSDOL public work contractor registration 26-64DZC-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","URBAN ELECTRICAL CORP.","","South Richmond Hill, NY","active NYSDOL public work contractor registration 26-64FJV-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","U.S. Environmental Abatement, Corp.","","Westbury, NY","active NYSDOL public work contractor registration 26-648YU-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Verde Electric Corp","","Mount Vernon, NY","active NYSDOL public work contractor registration 26-634SE-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","Vernon Construction & Development LLC","","New York, NY","active NYSDOL public work contractor registration 26-64F5S-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Vertical Transportation Experts LLC","","Deer Park, NY","active NYSDOL public work contractor registration 26-63HPK-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Veteran Electrical Supply Incorporated","","Albertson, NY","active NYSDOL public work contractor registration 26-64BPT-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","VTC SPECIALTIES, INC.","","Syracuse, NY","active NYSDOL public work contractor registration 26-648RB-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29; dba Visual Technologies"
"wagelens","end-customer","public works contractor registry (NY)","Wenger Corporation","","Owatonna, MN","active NYSDOL public work contractor registration 26-64YI1-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","West Shore Trucking, Inc.","","Staten Island, NY","active NYSDOL public work contractor registration 26-635TK-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","XBR Inc.","","Astoria, NY","active NYSDOL public work contractor registration 26-648UI-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","ZHL Group Inc.","","Brooklyn, NY","active NYSDOL public work contractor registration 26-636XO-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-09-01, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","5 Star Masonry LLC","","Mayfield, NY","active NYSDOL public work contractor registration 26-69HT6-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-08-31"
"wagelens","end-customer","public works contractor registry (NY)","Abatement Unlimited, Inc.","","Bronx, NY","active NYSDOL public work contractor registration 26-64BHS-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","Advanced Testing Systems Inc.","","Bethel, CT","active NYSDOL public work contractor registration 26-639BC-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Alberti of NY, Inc.","","Hilton, NY","active NYSDOL public work contractor registration 26-69HQ8-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-08-31; dba Alberti Renovations & Contracting"
"wagelens","end-customer","public works contractor registry (NY)","Alleghany Farm Services, LLC","","Basom, NY","active NYSDOL public work contractor registration 26-637J5-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29; dba Alleghany Services"
"wagelens","end-customer","public works contractor registry (NY)","All Suffolk Plumbing Contractors Inc.","","Bohemia, NY","active NYSDOL public work contractor registration 26-64R5Z-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Alpha Iron Works, LLC","","Rochester, NY","active NYSDOL public work contractor registration 26-64NDZ-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","ALSI, LLC","","Port Orchard, WA","active NYSDOL public work contractor registration 26-69HKT-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-08-31"
"wagelens","end-customer","public works contractor registry (NY)","Amyco Construction, LLC","","Orchard Park, NY","active NYSDOL public work contractor registration 26-64BKN-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29; dba Amyco Construction LLC"
"wagelens","end-customer","public works contractor registry (NY)","Anthem Interiors Inc.","","Valley Cottage, NY","active NYSDOL public work contractor registration 26-648PA-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Auburn Crane & Rigging, Inc.","","Auburn, NY","active NYSDOL public work contractor registration 26-635AJ-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","A & V Steel, LLC","","Richmond Hill, NY","active NYSDOL public work contractor registration 26-64NGR-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","BADEY & WATSON, SURVEYING & ENGINEERING, D.P.C.","","Cold Spring, NY","active NYSDOL public work contractor registration 26-64GGH-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Bana Electric Corp.","","Farmingdale, NY","active NYSDOL public work contractor registration 26-648BN-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","Barney & Dickenson, Inc.","","Vestal, NY","active NYSDOL public work contractor registration 26-6356Z-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-31"
"wagelens","end-customer","public works contractor registry (NY)","BD Upstate Construction, Inc.","","Schenectady, NY","active NYSDOL public work contractor registration 26-63HKT-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Bellucci Enterprises, Inc.","","Bridgeport, NY","active NYSDOL public work contractor registration 26-6365B-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Benchmark trading Corp","","Staten Island, NY","active NYSDOL public work contractor registration 26-64RGJ-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29; dba Benchmark steel Contractors"
"wagelens","end-customer","public works contractor registry (NY)","Besroi Construction Corp.","","Bowmansville, NY","active NYSDOL public work contractor registration 26-648RH-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Biltmore General Contractors, Inc.","","Staten Island, NY","active NYSDOL public work contractor registration 26-64RZ8-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Bob Murphy, Inc.","","Vestal, NY","active NYSDOL public work contractor registration 26-63H8F-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","BV MECHANICAL LLC","","Hewlett, NY","active NYSDOL public work contractor registration 26-69HPN-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-08-31"
"wagelens","end-customer","public works contractor registry (NY)","Caltech Electric Inc.","","Ronkonkoma, NY","active NYSDOL public work contractor registration 26-64FDT-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
"wagelens","end-customer","public works contractor registry (NY)","Cedar Creek Farms, Inc.","","Hannibal, NY","active NYSDOL public work contractor registration 26-69HQZ-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-08-31"
"wagelens","end-customer","public works contractor registry (NY)","Clove Excavators, Inc.","","Poughkeepsie, NY","active NYSDOL public work contractor registration 26-634AA-CR","Holds an active New York State DOL contractor registration, which is required to bid or work on Article 8 public work and carries the weekly certified payroll obligation.","","owner or office manager","https://data.ny.gov/d/i4jv-zkey","government-db","verified","2026-09-03","NYSDOL Contractor Registry; issued 2026-08-31, expires 2028-12-29"
