"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"16005","5","238","75","0","2025","A","",274,2005,127834100,103023295,1327085,1226,63744,"",1.70,1.57,1.99,1.90,2.46,1.27,1.27,"",6,2.2,149,8.0,24735247,24.0,17288944,20.2,252224,23.5,158,14.8,8210,14.8
"16007","5","238","75","0","2025","A","N",26,0,0,0,0,0,0,"N",1.78,0,0,0,0,0,0,"N",2,8.3,0,0,0,0,0,0,0,0,0,0,0,0
"16009","5","238","75","0","2025","A","",30,64,3134039,2659138,21300,934,48590,"",1.46,0.55,0.46,0.57,0.48,0.83,0.83,"",-4,-11.8,1,1.6,447456,16.7,331210,14.2,-422,-1.9,110,13.3,5719,13.3
"16011","5","238","75","0","2025","A","",154,948,55415833,43014858,392532,1124,58471,"",2.06,1.71,2.05,1.79,1.78,1.20,1.20,"",2,1.3,-3,-0.3,2598250,4.9,1545507,3.7,-71949,-15.5,56,5.2,2956,5.3
"16013","5","238","75","0","2025","A","",264,1619,101730041,79214126,530113,1208,62835,"",2.41,3.35,3.36,3.13,1.91,1.00,1.00,"",-5,-1.9,-45,-2.7,1424180,1.4,846087,1.1,-138357,-20.7,49,4.2,2555,4.2
"16015","5","238","75","0","2025","A","",32,74,4056122,3395158,28596,1058,54998,"",2.50,1.21,1.29,1.88,1.16,1.07,1.07,"",-2,-5.9,-4,-5.1,-396696,-8.9,-297307,-8.1,-9554,-25.0,-37,-3.4,-1968,-3.5
"16017","5","238","75","0","2025","A","",233,662,35056664,30314884,295185,1019,52969,"",1.90,1.22,1.19,1.18,0.96,0.98,0.98,"",3,1.3,14,2.2,1876170,5.7,1344450,4.6,-56903,-16.2,35,3.6,1797,3.5
"16019","5","238","75","0","2025","A","",553,3146,192776158,153551413,1239460,1178,61277,"",1.96,1.48,1.77,1.51,1.30,1.20,1.20,"",18,3.4,221,7.6,23851942,14.1,19028344,14.1,-100183,-7.5,67,6.0,3528,6.1
"16021","5","238","75","0","2025","A","",69,202,10722080,8919316,82885,1021,53080,"",2.32,1.45,1.43,1.45,1.09,0.99,0.99,"",-2,-2.8,8,4.1,677247,6.7,701370,8.5,-9822,-10.6,27,2.7,1391,2.7
"16023","5","238","75","0","2025","A","",8,43,3019607,2118093,19983,1364,70911,"",1.12,0.13,0.07,0.20,0.22,0.59,0.59,"",-1,-11.1,6,16.2,655693,27.7,599773,39.5,2130,11.9,130,10.5,6732,10.5
"16025","5","238","75","0","2025","A","N",6,0,0,0,0,0,0,"N",1.64,0,0,0,0,0,0,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"16027","5","238","75","0","2025","A","",1501,9273,572795015,451432323,3331838,1188,61771,"",3.51,3.07,3.49,3.04,2.16,1.14,1.14,"",-111,-6.9,378,4.2,59489762,11.6,35497158,8.5,-476982,-12.5,78,7.0,4067,7.0
"16029","5","238","75","0","2025","A","N",18,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,"N",1,5.9,0,0,0,0,0,0,0,0,0,0,0,0
"16031","5","238","75","0","2025","A","",64,296,14840712,13176214,87096,964,50152,"",1.14,0.70,0.67,0.62,0.47,0.96,0.96,"",2,3.2,16,5.7,625096,4.4,950325,7.8,-12290,-12.4,-14,-1.4,-694,-1.4
"16033","5","238","75","0","2025","A","N",3,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"16035","5","238","75","0","2025","A","",27,78,4199667,3577643,30120,1039,54015,"",1.62,0.85,0.88,1.22,0.71,1.04,1.04,"",-3,-10.0,-10,-11.4,-444971,-9.6,-326865,-8.4,-13550,-31.0,27,2.7,1385,2.6
"16037","5","238","75","0","2025","A","",18,32,1185368,1127095,10675,701,36473,"",1.31,0.60,0.44,0.52,0.59,0.73,0.73,"",0,0.0,-5,-13.5,-67031,-5.4,-68184,-5.7,-2732,-20.4,49,7.5,2548,7.5
"16039","5","238","75","0","2025","A","",55,240,12792461,11055103,83715,1026,53358,"",1.48,0.95,1.03,1.14,0.95,1.08,1.08,"",1,1.9,8,3.4,907712,7.6,699941,6.8,-16133,-16.2,43,4.4,2222,4.3
"16041","5","238","75","0","2025","A","",64,249,18147787,11668059,75270,1401,72834,"",2.30,1.79,2.75,2.23,1.50,1.54,1.54,"",4,6.7,-1,-0.4,2239378,14.1,460519,4.1,-13085,-14.8,179,14.6,9285,14.6
"16043","5","238","75","0","2025","A","",64,225,11220438,9714630,92507,958,49795,"",2.21,1.77,1.86,2.12,1.82,1.05,1.05,"",0,0.0,-5,-2.2,924326,9.0,556572,6.1,-8169,-8.1,97,11.3,5046,11.3
"16045","5","238","75","0","2025","A","",98,274,14307490,12053910,97781,1005,52281,"",2.93,1.78,2.01,1.94,1.39,1.13,1.13,"",-13,-11.7,-12,-4.2,-17846,-0.1,-3067,0.0,-16530,-14.5,43,4.5,2251,4.5
"16047","5","238","75","0","2025","A","",54,202,10255022,8712343,71214,976,50767,"",1.74,0.91,0.88,0.81,0.92,0.97,0.97,"",-2,-3.6,6,3.1,741220,7.8,593569,7.3,-6748,-8.7,41,4.4,2165,4.5
"16049","5","238","75","0","2025","A","",51,260,13941408,11714343,92106,1032,53672,"",1.44,1.70,1.84,2.23,1.63,1.09,1.09,"",-7,-12.1,-4,-1.5,1021911,7.9,445950,4.0,-16894,-15.5,92,9.8,4781,9.8
"16051","5","238","75","0","2025","A","",164,920,49446399,41407140,344652,1033,53722,"",2.71,3.30,3.99,3.40,2.85,1.21,1.21,"",0,0.0,87,10.4,6555979,15.3,5291605,14.7,-25019,-6.8,42,4.2,2207,4.3
"16053","5","238","75","0","2025","A","",94,480,30410913,23596629,161416,1217,63301,"",2.03,1.16,1.36,1.02,0.83,1.16,1.16,"",4,4.4,19,4.1,1945617,6.8,1916900,8.8,-23655,-12.8,30,2.5,1588,2.6
"16055","5","238","75","0","2025","A","",1006,4664,294060516,235013944,2123876,1213,63054,"",2.31,1.94,2.06,2.05,1.72,1.07,1.06,"",15,1.5,142,3.1,23772716,8.8,18428098,8.5,-268936,-11.2,64,5.6,3283,5.5
"16057","5","238","75","0","2025","A","",104,412,21706743,17901890,133563,1014,52729,"",1.49,0.82,0.86,1.16,0.83,1.05,1.05,"",3,3.0,-6,-1.4,211082,1.0,96689,0.5,-39129,-22.7,25,2.5,1304,2.5
"16059","5","238","75","0","2025","A","",24,158,9579149,7772642,67474,1169,60788,"",1.09,1.69,1.99,2.45,2.00,1.18,1.18,"",-3,-11.1,2,1.3,370407,4.0,273720,3.7,-13555,-16.7,32,2.8,1663,2.8
"16061","5","238","75","0","2025","A","N",15,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,"N",-2,-11.8,0,0,0,0,0,0,0,0,0,0,0,0
"16063","5","238","75","0","2025","A","",32,122,6276973,5301090,42475,991,51521,"",3.18,2.11,2.15,2.11,1.66,1.02,1.02,"",0,0.0,3,2.5,573102,10.0,436171,9.0,-6841,-13.9,72,7.8,3723,7.8
"16065","5","238","75","0","2025","A","",147,477,23201155,20808713,169699,935,48640,"",1.72,0.80,0.89,1.08,0.94,1.11,1.11,"",9,6.5,42,9.7,3551183,18.1,3128144,17.7,-6983,-4.0,66,7.6,3468,7.7
"16067","5","238","75","0","2025","A","",59,399,26469416,19465873,124669,1275,66326,"",1.55,1.29,1.64,1.28,0.90,1.27,1.27,"",-1,-1.7,-1,-0.2,1018550,4.0,870486,4.7,-27038,-17.8,50,4.1,2646,4.2
"16069","5","238","75","0","2025","A","",96,724,50978001,35605517,447191,1355,70436,"",1.35,0.99,1.24,0.97,1.40,1.25,1.25,"",-10,-9.4,56,8.4,9616276,23.2,3488056,10.9,118802,36.2,164,13.8,8502,13.7
"16071","5","238","75","0","2025","A","",12,33,1722292,1429846,10863,994,51669,"",1.36,0.60,0.70,1.06,0.91,1.15,1.15,"",0,0.0,6,22.2,608389,54.6,459760,47.4,1730,18.9,188,23.3,9767,23.3
"16073","5","238","75","0","2025","A","",42,172,9424489,7703889,64016,1057,54953,"",2.23,1.50,1.66,1.48,1.20,1.11,1.11,"",-1,-2.3,39,29.3,3084085,48.6,2231330,40.8,12055,23.2,139,15.1,7221,15.1
"16075","5","238","75","0","2025","A","",81,326,18232817,14774975,142084,1076,55929,"",1.89,1.35,1.46,1.31,1.16,1.08,1.08,"",7,9.5,31,10.5,3584655,24.5,1679325,12.8,-12929,-8.3,120,12.6,6204,12.5
"16077","5","238","75","0","2025","A","",16,61,3150591,2767893,16354,988,51368,"",1.18,0.47,0.41,0.41,0.25,0.89,0.89,"",-3,-15.8,5,8.9,155158,5.2,315240,12.9,-2346,-12.5,-41,-4.0,-2122,-4.0
"16079","5","238","75","0","2025","A","",37,130,8746501,7277216,115130,1293,67238,"",1.55,0.79,0.93,0.93,1.57,1.18,1.18,"",-2,-5.1,-6,-4.4,-356416,-3.9,68646,1.0,-19311,-14.4,4,0.3,223,0.3
"16081","5","238","75","0","2025","A","",100,516,32251694,26574462,218119,1203,62544,"",2.23,3.15,3.60,3.22,2.36,1.15,1.14,"",2,2.0,15,3.0,2361809,7.9,913676,3.6,-27193,-11.1,56,4.9,2923,4.9
"16083","5","238","75","0","2025","A","",324,1539,95793856,74295087,701045,1197,62244,"",1.66,1.08,1.34,1.18,1.18,1.24,1.24,"",-10,-3.0,148,10.6,19472821,25.5,12454199,20.1,61211,9.6,142,13.5,7366,13.4
"16085","5","238","75","0","2025","A","",102,285,16548177,13891600,142172,1118,58132,"",2.35,1.48,1.59,1.77,1.57,1.08,1.08,"",-4,-3.8,-10,-3.4,-193714,-1.2,-65325,-0.5,-21406,-13.1,28,2.6,1428,2.5
"16087","5","238","75","0","2025","A","N",37,0,0,0,0,0,0,"N",2.04,0,0,0,0,0,0,"N",2,5.7,0,0,0,0,0,0,0,0,0,0,0,0
"16999","5","238","75","0","2025","A","",671,890,76758516,48573413,421676,1660,86294,"",0.75,1.08,0.85,0.78,0.57,0.79,0.79,"",59,9.6,-36,-3.9,3622376,5.0,113066,0.2,-86786,-17.1,141,9.3,7328,9.3
"17000","5","238","55","0","2025","A","",19478,156648,14096215863,2934788828,153800566,1731,89986,"",1.05,0.77,0.87,0.77,0.97,1.12,1.12,"",-538,-2.7,1101,0.7,444369071,3.3,94583527,3.3,-9052405,-5.6,43,2.5,2219,2.5
"17001","5","238","75","0","2025","A","",133,818,52995375,13179836,332847,1246,64787,"",1.55,0.76,0.87,0.74,0.67,1.15,1.15,"",-3,-2.2,36,4.6,3150980,6.3,900584,7.3,-78570,-19.1,20,1.6,1054,1.7
"17003","5","238","75","0","2025","A","N",2,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"17005","5","238","75","0","2025","A","",26,77,3559540,1468453,69714,885,46029,"",1.65,0.51,0.44,0.60,0.78,0.86,0.87,"",2,8.3,-2,-2.5,-280056,-7.3,-17937,-1.2,-11655,-14.3,-46,-4.9,-2369,-4.9
"17007","5","238","75","0","2025","A","",94,1154,85419289,21768856,1109217,1423,74004,"",2.19,3.05,3.94,2.80,2.65,1.29,1.29,"",2,2.2,-94,-7.5,-6093269,-6.7,-871844,-3.9,-200258,-15.3,13,0.9,696,0.9
"17009","5","238","75","0","2025","A","",8,15,646541,220261,3270,843,43833,"",1.30,0.09,0.06,0.07,0.04,0.63,0.63,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"17011","5","238","75","0","2025","A","",39,205,12699138,4224415,190579,1192,61997,"",1.05,0.61,0.67,0.62,0.78,1.10,1.10,"",-5,-11.4,12,6.2,1405585,12.4,511989,13.8,13265,7.5,69,6.1,3607,6.2
"17013","5","238","75","0","2025","A","",5,21,1661099,397312,21371,1552,80701,"",1.16,0.84,1.78,1.07,2.14,2.15,2.15,"",-1,-16.7,0,0.0,-200013,-10.7,-71092,-15.2,-717,-3.2,-146,-8.6,-7573,-8.6
"17015","5","238","75","0","2025","A","",33,145,8136355,2668269,113040,1079,56113,"",1.70,1.06,1.15,1.30,1.60,1.08,1.08,"",0,0.0,19,15.1,1503869,22.7,317611,13.5,3098,2.8,65,6.4,3370,6.4
"17017","5","238","75","0","2025","A","",17,79,4535810,1354921,66323,1108,57598,"",1.32,0.51,0.53,0.43,0.64,1.04,1.04,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"17019","5","238","75","0","2025","A","",222,2506,192473230,45778852,2492136,1477,76792,"",1.10,0.79,0.92,1.06,1.45,1.17,1.17,"",-2,-0.9,-18,-0.7,10902030,6.0,1205904,2.7,-15034,-0.6,94,6.8,4856,6.8
"17021","5","238","75","0","2025","A","",52,216,12851048,3630506,142829,1143,59450,"",1.53,0.70,0.79,0.75,0.89,1.13,1.14,"",1,2.0,-14,-6.1,-830061,-6.1,-238826,-6.2,-33448,-19.0,0,0.0,10,0.0
"17023","5","238","75","0","2025","A","",22,79,3741870,1348279,45963,915,47566,"",1.33,0.55,0.55,0.53,0.49,1.02,1.02,"N",1,4.8,0,0,0,0,0,0,0,0,0,0,0,0
"17025","5","238","75","0","2025","A","",13,30,1475107,549549,15994,951,49445,"",0.89,0.19,0.18,0.18,0.14,0.95,0.95,"",3,30.0,3,11.1,290289,24.5,143727,35.4,3846,31.7,102,12.0,5290,12.0
"17027","5","238","75","0","2025","A","",92,640,42055504,12369978,540950,1264,65729,"",2.03,1.50,1.83,1.75,2.31,1.22,1.22,"",-2,-2.1,-17,-2.6,2457917,6.2,263626,2.2,-87992,-14.0,106,9.2,5497,9.1
"17029","5","238","75","0","2025","A","",70,464,31356282,7948340,310689,1301,67651,"",1.41,0.59,0.70,0.61,0.79,1.20,1.20,"",4,6.1,-18,-3.7,-30218,-0.1,-139795,-1.7,-69720,-18.3,49,3.9,2534,3.9
"17031","5","238","75","0","2025","A","",6080,49027,4783821054,912384549,49203651,1876,97576,"",0.91,0.56,0.61,0.56,0.70,1.08,1.08,"",-84,-1.4,-779,-1.6,-220178871,-4.4,1666250,0.2,-4468789,-8.3,-56,-2.9,-2894,-2.9
"17033","5","238","75","0","2025","A","",22,170,12949388,3389725,180219,1469,76398,"",1.07,0.67,0.76,0.66,1.17,1.14,1.14,"",0,0.0,-9,-5.0,2010357,18.4,-131517,-3.7,-79180,-30.5,293,24.9,15258,25.0
"17035","5","238","75","0","2025","A","",17,76,4746983,1595823,57152,1202,62529,"",1.76,0.79,0.99,0.85,1.00,1.27,1.27,"",3,21.4,-3,-3.8,497369,11.7,253847,18.9,-13802,-19.5,166,16.0,8680,16.1
"17037","5","238","75","0","2025","A","",173,1142,93368311,21948656,973797,1572,81765,"",1.78,0.94,1.29,1.16,1.31,1.37,1.37,"",-3,-1.7,40,3.6,9722487,11.6,1980189,9.9,-18587,-1.9,112,7.7,5867,7.7
"17039","5","238","75","0","2025","A","",28,226,15351479,3678600,135602,1304,67802,"",1.70,1.33,1.25,1.15,1.20,0.94,0.94,"",-1,-3.4,1,0.4,539168,3.6,57310,1.6,17668,15.0,37,2.9,1896,2.9
"17041","5","238","75","0","2025","A","",46,279,18756158,4885006,124355,1292,67186,"",1.58,1.10,1.26,0.97,0.97,1.15,1.15,"",-3,-6.1,12,4.5,1020453,5.8,330781,7.3,-15150,-10.9,14,1.1,719,1.1
"17043","5","238","75","0","2025","A","",1890,22002,2247068940,406667296,22587219,1964,102132,"",1.14,1.05,1.30,0.95,1.25,1.25,1.25,"",-26,-1.4,502,2.3,200309734,9.8,19491060,5.0,-284757,-1.2,133,7.3,6932,7.3
"17045","5","238","75","0","2025","A","",24,67,3157893,1136756,28406,912,47428,"",1.42,0.28,0.23,0.28,0.17,0.82,0.83,"",-1,-4.0,8,13.6,414219,15.1,125968,12.5,-1328,-4.5,23,2.6,1186,2.6
"17047","5","238","75","0","2025","A","",10,51,2592860,904669,38975,978,50840,"",1.41,0.90,0.98,0.83,1.05,1.09,1.09,"",0,0.0,-2,-3.8,29519,1.2,26367,3.0,4237,12.2,45,4.8,2323,4.8
"17049","5","238","75","0","2025","A","",86,843,56529226,14416939,582454,1290,67077,"",1.43,1.08,1.30,0.97,1.23,1.21,1.21,"",-3,-3.4,57,7.3,4987064,9.7,1368619,10.5,-29622,-4.8,30,2.4,1543,2.4
"17051","5","238","75","0","2025","A","",30,196,11206627,3562483,140402,1097,57031,"",1.35,1.18,1.44,1.29,1.49,1.22,1.22,"",-4,-11.8,-23,-10.5,-421219,-3.6,-252422,-6.6,-10303,-6.8,75,7.3,3895,7.3
"17053","5","238","75","0","2025","A","",25,98,5654868,1566588,52598,1115,57999,"",1.40,0.53,0.52,0.53,0.56,0.99,0.99,"",-1,-3.8,3,3.2,284384,5.3,36583,2.4,-10186,-16.2,29,2.7,1517,2.7
"17055","5","238","75","0","2025","A","",41,390,23510367,6587890,367396,1158,60206,"",1.21,1.30,1.63,1.29,1.68,1.25,1.25,"",-3,-6.8,-9,-2.3,582123,2.5,-79181,-1.2,-89394,-19.6,52,4.7,2694,4.7
"17057","5","238","75","0","2025","A","",28,176,10973962,3088585,123729,1196,62175,"",0.90,0.61,0.80,0.73,0.92,1.30,1.30,"",-4,-12.5,-3,-1.7,454798,4.3,42437,1.4,-9723,-7.3,66,5.8,3436,5.8
"17059","5","238","75","0","2025","A","N",4,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
"17061","5","238","75","0","2025","A","",11,39,1776233,602144,19944,867,45063,"",0.91,0.52,0.55,0.56,0.64,1.05,1.05,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"17063","5","238","75","0","2025","A","",98,759,64655129,13675269,800923,1639,85203,"",1.67,0.99,1.17,0.96,1.32,1.19,1.19,"",0,0.0,-3,-0.4,431079,0.7,3466,0.0,-92007,-10.3,19,1.2,947,1.1
"17065","5","238","75","0","2025","A","",10,34,1905474,675945,33732,1080,56181,"",0.99,0.49,0.50,0.59,1.02,1.02,1.02,"",0,0.0,-6,-15.0,-66210,-3.4,-71407,-9.6,-4130,-10.9,132,13.9,6889,14.0
"17067","5","238","75","0","2025","A","",12,178,14835142,4184607,58148,1605,83461,"",0.60,1.25,2.15,1.88,0.94,1.72,1.72,"",-1,-7.7,77,76.2,6675754,81.8,1965691,88.6,-26136,-31.0,46,3.0,2407,3.0
"17071","5","238","75","0","2025","A","N",4,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"17073","5","238","75","0","2025","A","",70,870,73648110,16002446,948985,1628,84653,"",1.42,1.86,3.01,2.23,3.23,1.62,1.62,"",-8,-10.3,83,10.5,8343713,12.8,1254024,8.5,-28366,-2.9,33,2.1,1700,2.0
"17075","5","238","75","0","2025","A","",33,199,15206362,3398576,160860,1472,76542,"",1.04,0.85,1.25,0.88,1.30,1.48,1.48,"",-7,-17.5,8,4.2,2166288,16.6,194142,6.1,9100,6.0,162,12.4,8418,12.4
"17077","5","238","75","0","2025","A","",62,758,56915358,15496800,995330,1443,75061,"",1.13,0.82,1.12,1.38,2.20,1.36,1.36,"",-3,-4.6,50,7.1,7207525,14.5,1831029,13.4,33287,3.5,93,6.9,4844,6.9
"17079","5","238","75","0","2025","A","",24,150,12482487,3077610,194495,1605,83448,"",2.01,2.09,3.38,2.60,4.83,1.62,1.62,"",2,9.1,20,15.4,706699,6.0,159333,5.5,-3930,-2.0,-131,-7.5,-6846,-7.6
"17081","5","238","75","0","2025","A","",49,351,26547264,6981443,340060,1453,75561,"",1.17,0.54,0.68,0.56,0.64,1.26,1.26,"",2,4.3,65,22.7,6135464,30.1,1773125,34.0,68501,25.2,80,5.8,4170,5.8
"17083","5","238","75","0","2025","A","",26,233,16647547,4405953,240441,1374,71449,"",1.38,1.36,2.05,1.76,2.52,1.50,1.51,"",-2,-7.1,-3,-1.3,746251,4.7,-228867,-4.9,-20821,-8.0,77,5.9,4023,6.0
"17085","5","238","75","0","2025","A","",53,438,31793990,8041338,480778,1395,72520,"",1.47,1.73,2.54,1.75,2.80,1.46,1.46,"",-2,-3.6,23,5.5,2958495,10.3,704420,9.6,-10733,-2.2,60,4.5,3107,4.5
"17087","5","238","75","0","2025","A","",13,65,4807070,1067128,47851,1426,74145,"",1.38,0.72,0.86,1.06,1.20,1.21,1.21,"",1,8.3,-5,-7.1,-503454,-9.5,-74491,-6.5,-28693,-37.5,-33,-2.3,-1720,-2.3
"17089","5","238","75","0","2025","A","",1116,9205,828429633,172946421,8593429,1731,89994,"",1.76,1.29,1.78,1.31,1.61,1.38,1.38,"",24,2.2,501,5.8,78442294,10.5,14932715,9.5,-186559,-2.1,74,4.5,3826,4.4
"17091","5","238","75","0","2025","A","",140,1106,87898504,19821015,939520,1529,79510,"",1.34,0.79,1.07,0.83,1.03,1.36,1.36,"",-2,-1.4,-28,-2.5,1295881,1.5,-388747,-1.9,-96461,-9.3,60,4.1,3141,4.1
"17093","5","238","75","0","2025","A","",242,1065,79701220,18682180,844554,1439,74837,"",2.00,1.03,1.44,1.01,1.32,1.40,1.40,"",-2,-0.8,-7,-0.7,1561032,2.0,-788839,-4.1,-64900,-7.1,37,2.6,1934,2.7
"17095","5","238","75","0","2025","A","",50,428,28103659,7008862,364392,1262,65599,"",1.06,0.74,0.99,0.89,1.29,1.33,1.32,"",-2,-3.8,18,4.4,1952808,7.5,59301,0.9,-48374,-11.7,35,2.9,1816,2.8
"17097","5","238","75","0","2025","A","",1243,8568,745149027,161308288,7859330,1673,86971,"",1.27,0.79,0.74,0.75,0.86,0.94,0.94,"",-15,-1.2,55,0.6,40518449,5.8,5891161,3.8,-392582,-4.8,81,5.1,4199,5.1
"17099","5","238","75","0","2025","A","",145,950,85185381,17844368,995281,1723,89622,"",1.22,0.73,1.08,0.75,1.08,1.47,1.47,"",2,1.4,-9,-0.9,6922684,8.8,-126462,-0.7,-98301,-9.0,154,9.8,8035,9.8
"17101","5","238","75","0","2025","A","N",8,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"17103","5","238","75","0","2025","A","",36,99,6061287,1979839,59800,1179,61328,"",1.09,0.23,0.23,0.31,0.25,0.97,0.97,"",-3,-7.7,-6,-5.7,20642,0.3,9402,0.5,10622,21.6,69,6.2,3615,6.3
"17105","5","238","75","0","2025","A","",54,476,35870346,7959261,196051,1450,75424,"",1.30,1.02,1.31,1.12,0.75,1.28,1.28,"",-2,-3.6,78,19.6,5957687,19.9,1384494,21.1,-20416,-9.4,4,0.3,219,0.3
"17107","5","238","75","0","2025","A","",30,129,5884449,2237796,79995,880,45734,"",1.11,0.51,0.43,0.57,0.55,0.85,0.85,"",0,0.0,-14,-9.8,-355795,-5.7,-220164,-9.0,-40505,-33.6,41,4.9,2121,4.9
"17109","5","238","75","0","2025","A","",19,114,5040413,1973720,97116,847,44021,"",0.72,0.34,0.30,0.41,0.62,0.88,0.88,"",-3,-13.6,3,2.7,427533,9.3,135169,7.4,-11227,-10.4,48,6.0,2495,6.0
"17111","5","238","75","0","2025","A","",744,4906,406746672,94623597,4489713,1595,82915,"",1.92,1.50,2.17,1.56,1.81,1.45,1.45,"",-16,-2.1,-38,-0.8,13506727,3.4,5756517,6.5,-171639,-3.7,65,4.2,3378,4.2
"17113","5","238","75","0","2025","A","",215,1619,118043578,27618318,1192244,1402,72908,"",1.31,0.56,0.59,0.54,0.68,1.06,1.06,"",-6,-2.7,97,6.4,14986684,14.5,1477329,5.7,1908,0.2,100,7.7,5193,7.7
"17115","5","238","75","0","2025","A","",120,1712,141411560,32589707,1507710,1588,82592,"",1.26,1.13,1.36,1.20,1.26,1.20,1.20,"",-4,-3.2,64,3.9,11102256,8.5,916552,2.9,-185593,-11.0,68,4.5,3537,4.5
"17117","5","238","75","0","2025","A","",70,292,17255181,4884547,166753,1138,59194,"",1.60,0.88,1.08,0.86,0.88,1.23,1.23,"",-2,-2.8,-9,-3.0,1023437,6.3,-23523,-0.5,-29985,-15.2,102,9.8,5342,9.9
"17119","5","238","75","0","2025","A","",359,3294,264233151,61484510,3306298,1543,80225,"",1.36,0.92,1.23,0.92,1.20,1.34,1.34,"",-3,-0.8,76,2.4,28069916,11.9,2640370,4.5,-179936,-5.2,132,9.4,6831,9.3
"17121","5","238","75","0","2025","A","",46,276,18881597,5021231,193747,1316,68432,"",1.21,0.67,0.89,0.76,0.77,1.32,1.33,"",2,4.5,24,9.5,2496629,15.2,656233,15.0,49085,33.9,63,5.0,3283,5.0
"17123","5","238","75","0","2025","A","",13,65,4120772,1129099,40228,1224,63641,"",1.03,0.68,0.86,0.61,0.48,1.27,1.27,"",-2,-13.3,-1,-1.5,-125053,-2.9,42376,3.9,149,0.4,-13,-1.1,-690,-1.1
"17125","5","238","75","0","2025","A","",9,40,2657503,694330,36423,1264,65753,"",0.65,0.42,0.64,0.51,0.94,1.50,1.50,"",-2,-18.2,-5,-11.1,20865,0.8,9949,1.5,14916,69.4,143,12.8,7485,12.8
"17127","5","238","75","0","2025","A","",10,46,2236890,813243,14423,945,49162,"",1.03,0.48,0.43,0.49,0.29,0.90,0.90,"",0,0.0,-2,-4.2,40139,1.8,18778,2.4,-9846,-40.6,69,7.9,3633,8.0
"17129","5","238","75","0","2025","A","",20,80,4869451,1406627,63304,1178,61251,"",1.76,1.29,1.82,1.55,1.92,1.42,1.42,"",1,5.3,5,6.7,623532,14.7,56012,4.1,-6300,-9.1,91,8.4,4702,8.3
"17131","5","238","75","0","2025","A","",22,64,3149020,1166901,61030,939,48822,"",1.49,0.60,0.68,0.66,1.01,1.12,1.12,"",1,4.8,4,6.7,482643,18.1,146658,14.4,5051,9.0,91,10.7,4750,10.8
"17133","5","238","75","0","2025","A","",55,259,16836516,4712231,181662,1249,64922,"",1.37,0.90,1.13,0.89,0.99,1.25,1.25,"",1,1.9,12,4.9,1223460,7.8,217083,4.8,-11042,-5.7,34,2.8,1754,2.8
"17135","5","238","75","0","2025","A","",42,160,9337682,2752514,102634,1121,58269,"",1.25,0.54,0.64,0.56,0.62,1.18,1.18,"",-6,-12.5,-13,-7.5,104999,1.1,-534107,-16.3,-48422,-32.1,96,9.4,4978,9.3
"17137","5","238","75","0","2025","A","",44,282,18652782,4846264,227090,1274,66262,"",1.27,0.59,0.74,0.60,0.82,1.24,1.24,"",2,4.8,23,8.9,2565334,15.9,639718,15.2,-9566,-4.0,78,6.5,4088,6.6
"17139","5","238","75","0","2025","A","",34,345,23279555,5945809,130240,1299,67542,"",1.97,2.00,2.48,1.71,1.14,1.24,1.24,"",2,6.2,18,5.5,964825,4.3,400997,7.2,22654,21.1,-15,-1.1,-768,-1.1
"17141","5","238","75","0","2025","A","",80,369,23988045,7184606,342345,1250,65023,"",1.60,0.76,0.80,0.79,0.96,1.05,1.05,"",-3,-3.6,-9,-2.4,212366,0.9,592636,9.0,5148,1.5,40,3.3,2111,3.4
