"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"13153","5","2382","76","0","2025","A","",61,531,31110927,6876393,104333,1127,58589,"",0.89,0.49,0.44,0.64,0.73,0.91,0.91,"",1,1.7,29,5.8,4074357,15.1,508174,8.0,-7331,-6.6,90,8.7,4687,8.7
"13157","5","2382","76","0","2025","A","",78,578,57499178,7621875,79692,1912,99408,"",1.79,0.79,1.35,0.63,0.41,1.70,1.70,"",5,6.8,107,22.7,24485395,74.2,1923269,33.7,69,0.1,565,41.9,29340,41.9
"13159","5","2382","76","0","2025","A","",11,62,3303225,877938,9846,1027,53421,"",1.96,1.51,1.74,1.85,1.25,1.15,1.16,"",-1,-8.3,-7,-10.1,-256627,-7.2,61557,7.5,1945,24.6,36,3.6,1891,3.7
"13161","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13163","5","2382","76","0","2025","A","N",12,0,0,0,0,0,0,"N",1.49,0,0,0,0,0,0,"N",1,9.1,0,0,0,0,0,0,0,0,0,0,0,0
"13165","5","2382","76","0","2025","A","N",3,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13167","5","2382","76","0","2025","A","",5,20,918368,447752,10833,887,46111,"",1.80,0.84,0.82,1.55,3.79,0.97,0.97,"",2,66.7,12,150.0,615938,203.7,349457,355.5,7133,192.8,152,20.7,7909,20.7
"13169","5","2382","76","0","2025","A","",25,141,8204071,1840958,16827,1116,58048,"",3.09,1.99,2.16,2.17,1.62,1.08,1.08,"",1,4.2,7,5.2,820639,11.1,135644,8.0,-244,-1.4,58,5.5,3050,5.5
"13171","5","2382","76","0","2025","A","",21,122,8829976,1704243,13779,1387,72131,"",2.90,1.64,2.12,1.66,1.12,1.29,1.29,"",1,5.0,-10,-7.6,-345206,-3.8,-73133,-4.1,4026,41.3,49,3.7,2578,3.7
"13173","5","2382","76","0","2025","A","",6,33,1672469,422970,8223,980,50938,"",2.27,1.44,1.47,1.72,3.14,1.02,1.02,"",-1,-14.3,7,26.9,526618,46.0,45452,12.0,1504,22.4,127,14.9,6582,14.8
"13175","5","2382","76","0","2025","A","",28,284,15971194,3786777,75631,1083,56303,"",1.16,0.84,0.80,0.89,1.31,0.96,0.96,"",2,7.7,18,6.8,1525228,10.6,499046,15.2,24595,48.2,41,3.9,2097,3.9
"13177","5","2382","76","0","2025","A","",27,406,24716911,5121288,64848,1169,60804,"",2.15,3.21,3.70,2.93,2.99,1.15,1.15,"",1,3.8,24,6.3,1902188,8.3,350970,7.4,-8034,-11.0,20,1.7,1040,1.7
"13179","5","2382","76","0","2025","A","",20,122,5573658,1427587,7515,876,45561,"",0.91,0.37,0.29,0.38,0.16,0.78,0.78,"",-2,-9.1,2,1.7,-61126,-1.1,-69392,-4.6,-4618,-38.1,-23,-2.6,-1201,-2.6
"13181","5","2382","76","0","2025","A","N",6,0,0,0,0,0,0,"N",1.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13183","5","2382","76","0","2025","A","N",4,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"13185","5","2382","76","0","2025","A","",86,1244,83767846,17432782,167978,1295,67324,"",1.33,1.51,1.87,1.58,1.29,1.24,1.24,"",-2,-2.3,-148,-10.6,-13555195,-13.9,-2865209,-14.1,-114696,-40.6,-50,-3.7,-2613,-3.7
"13187","5","2382","76","0","2025","A","",19,54,3335265,703928,9739,1184,61574,"",1.32,0.37,0.41,0.40,0.36,1.13,1.13,"",0,0.0,6,12.5,416660,14.3,48927,7.5,-229,-2.3,4,0.3,237,0.4
"13189","5","2382","76","0","2025","A","",13,74,4629775,870423,14509,1199,62354,"",1.33,0.62,0.77,0.53,0.50,1.24,1.24,"",-2,-13.3,31,72.1,2437192,111.2,369978,73.9,6214,74.9,213,21.6,11066,21.6
"13191","5","2382","76","0","2025","A","N",6,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,"N",1,20.0,0,0,0,0,0,0,0,0,0,0,0,0
"13193","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"13195","5","2382","76","0","2025","A","",36,237,14705947,3250549,39341,1195,62116,"",3.57,3.35,3.98,3.54,2.46,1.19,1.19,"",1,2.9,55,30.2,5214324,54.9,944982,41.0,10464,36.2,192,19.1,9940,19.1
"13197","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13199","5","2382","76","0","2025","A","",14,130,10775938,2403908,20152,1588,82574,"",1.65,1.54,2.23,2.14,0.98,1.44,1.44,"N",1,7.7,0,0,0,0,0,0,0,0,0,0,0,0
"13201","5","2382","76","0","2025","A","",6,20,630902,204635,2005,620,32216,"",1.83,0.62,0.39,0.76,0.61,0.64,0.64,"",0,0.0,0,0.0,32969,5.5,-427,-0.2,-1424,-41.5,30,5.1,1553,5.1
"13205","5","2382","76","0","2025","A","",8,46,2925865,655439,5216,1221,63491,"",0.86,0.42,0.52,0.43,0.23,1.23,1.23,"",0,0.0,2,4.5,372412,14.6,202639,44.8,234,4.7,107,9.6,5568,9.6
"13207","5","2382","76","0","2025","A","",18,138,8516973,1701155,30905,1185,61606,"",1.29,0.99,0.98,1.05,1.40,0.99,0.99,"",0,0.0,4,3.0,1015684,13.5,-139816,-7.6,-407,-1.3,107,9.9,5557,9.9
"13211","5","2382","76","0","2025","A","",30,125,8424465,1682770,26488,1300,67576,"",2.12,0.83,0.92,0.71,0.70,1.11,1.11,"",0,0.0,16,14.7,1671792,24.8,363967,27.6,5470,26.0,110,9.2,5672,9.2
"13213","5","2382","76","0","2025","A","",17,97,4010731,1341422,21809,796,41383,"",1.58,0.71,0.58,0.76,1.00,0.82,0.82,"",-1,-5.6,-16,-14.2,-654858,-14.0,-278869,-17.2,-21773,-50.0,4,0.5,216,0.5
"13215","5","2382","76","0","2025","A","",89,1203,73974039,15631622,178232,1182,61487,"",0.85,0.81,0.80,0.85,0.72,1.00,1.00,"",-4,-4.3,-6,-0.5,3883005,5.5,926837,6.3,-37659,-17.4,67,6.0,3513,6.1
"13217","5","2382","76","0","2025","A","",115,1134,91482934,15375472,130015,1551,80673,"",2.71,2.44,3.09,2.44,1.53,1.27,1.27,"",3,2.7,74,7.0,13658234,17.5,2013588,15.1,40009,44.5,139,9.8,7225,9.8
"13219","5","2382","76","0","2025","A","",29,231,15229796,3149645,32369,1270,66025,"",0.88,0.80,0.91,0.73,0.56,1.13,1.13,"",2,7.4,-6,-2.5,-537197,-3.4,6982,0.2,-4702,-12.7,-9,-0.7,-479,-0.7
"13221","5","2382","76","0","2025","A","",15,124,8398004,1747674,37366,1306,67908,"",2.95,3.79,5.22,4.62,6.59,1.38,1.38,"",1,7.1,-61,-33.0,-2815308,-25.1,-1722432,-49.6,-28797,-43.5,141,12.1,7323,12.1
"13223","5","2382","76","0","2025","A","",164,1247,86743683,16891754,177378,1338,69557,"",2.78,2.42,3.00,2.62,1.87,1.24,1.24,"",2,1.2,87,7.5,11186350,14.8,1710666,11.3,6592,3.9,85,6.8,4403,6.8
"13225","5","2382","76","0","2025","A","",28,216,13881308,3126479,23050,1235,64241,"",2.18,1.20,1.23,1.24,0.45,1.03,1.03,"",1,3.7,3,1.4,1172712,9.2,421538,15.6,2790,13.8,86,7.5,4506,7.5
"13227","5","2382","76","0","2025","A","",34,252,16320682,3981642,57556,1245,64743,"",1.86,1.56,1.61,1.72,1.80,1.03,1.03,"",-1,-2.9,-12,-4.5,228121,1.4,606036,18.0,2607,4.7,73,6.2,3806,6.2
"13229","5","2382","76","0","2025","A","",14,114,5038248,1405257,11545,849,44163,"",1.59,1.47,1.24,1.26,0.88,0.84,0.84,"",-1,-6.7,0,0.0,199297,4.1,-8401,-0.6,-3114,-21.2,34,4.2,1809,4.3
"13231","5","2382","76","0","2025","A","",28,174,11038244,2614494,44770,1223,63590,"",3.46,2.94,3.34,3.17,3.32,1.14,1.14,"",2,7.7,26,17.6,1454547,15.2,533570,25.6,6131,15.9,-22,-1.8,-1165,-1.8
"13233","5","2382","76","0","2025","A","",30,248,19457122,3163612,35918,1506,78298,"",1.95,1.33,1.90,1.20,1.05,1.42,1.42,"",2,7.1,25,11.2,2044699,11.7,326625,11.5,8143,29.3,6,0.4,303,0.4
"13235","5","2382","76","0","2025","A","",7,74,4004722,1350883,5782,1048,54486,"",1.58,1.54,1.58,1.70,0.97,1.04,1.04,"",3,75.0,34,85.0,2295413,134.3,880504,187.2,74,1.3,219,26.4,11394,26.4
"13237","5","2382","76","0","2025","A","",21,150,8846957,2080263,31110,1138,59177,"",1.69,1.41,1.56,1.47,1.66,1.11,1.11,"",3,16.7,36,31.6,2728012,44.6,618929,42.4,15519,99.5,102,9.8,5305,9.8
"13241","5","2382","76","0","2025","A","",20,186,10346003,2353092,26964,1069,55599,"",1.65,1.95,2.28,1.68,1.12,1.17,1.17,"",0,0.0,22,13.4,1177365,12.8,240851,11.4,935,3.6,-5,-0.5,-251,-0.4
"13243","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13245","5","2382","76","0","2025","A","",88,1103,67131550,15405747,113029,1170,60863,"",0.87,0.63,0.59,0.77,0.40,0.93,0.93,"",1,1.1,58,5.6,8750308,15.0,1388325,9.9,-1487,-1.3,96,8.9,5000,9.0
"13247","5","2382","76","0","2025","A","",82,1581,165956706,19905900,157014,2019,104969,"",1.64,2.72,4.15,2.33,1.48,1.53,1.53,"",1,1.2,302,23.6,51866768,45.5,2264277,12.8,12134,8.4,304,17.7,15772,17.7
"13251","5","2382","76","0","2025","A","",10,106,5358980,1247904,17358,977,50796,"",1.74,2.15,2.26,1.90,1.89,1.06,1.06,"",0,0.0,2,1.9,111236,2.1,-40634,-3.2,-1354,-7.2,3,0.3,134,0.3
"13253","5","2382","76","0","2025","A","N",5,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"13255","5","2382","76","0","2025","A","",44,279,20384684,3755246,52956,1406,73107,"",1.50,0.71,0.92,0.76,0.86,1.30,1.30,"",2,4.8,2,0.7,5193393,34.2,793530,26.8,12843,32.0,351,33.3,18265,33.3
"13257","5","2382","76","0","2025","A","",16,79,4168203,924147,7785,1015,52762,"",1.27,0.58,0.56,0.49,0.40,0.97,0.97,"",0,0.0,5,6.8,376884,9.9,-49097,-5.0,-4923,-38.7,26,2.6,1354,2.6
"13259","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13261","5","2382","76","0","2025","A","",13,127,6785187,1573511,5924,1029,53497,"",0.93,0.79,0.84,0.81,0.28,1.07,1.07,"",0,0.0,1,0.8,311537,4.8,210825,15.5,-1440,-19.6,40,4.0,2051,4.0
"13263","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13267","5","2382","76","0","2025","A","",11,126,7057658,1672667,22016,1076,55939,"",1.25,1.33,1.39,1.37,1.57,1.05,1.05,"",0,0.0,9,7.7,609560,9.5,-16555,-1.0,4047,22.5,17,1.6,866,1.6
"13269","5","2382","76","0","2025","A","",5,43,3066080,599928,12937,1369,71166,"",1.39,1.62,1.89,1.55,2.12,1.17,1.17,"",0,0.0,-5,-10.4,-334557,-9.8,-252284,-29.6,-4727,-26.8,-3,-0.2,-176,-0.2
"13273","5","2382","76","0","2025","A","",4,40,3295221,498729,1787,1581,82209,"",0.92,1.14,1.85,1.13,0.23,1.62,1.62,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13275","5","2382","76","0","2025","A","",35,273,16421601,3783744,27490,1159,60244,"",1.17,0.78,0.77,0.85,0.53,0.99,0.99,"",-17,-32.7,25,10.1,947561,6.1,774628,25.7,1423,5.5,-40,-3.3,-2109,-3.4
"13277","5","2382","76","0","2025","A","",25,155,9609988,2130593,12269,1194,62067,"",1.06,0.43,0.46,0.46,0.23,1.07,1.07,"",1,4.2,-4,-2.5,119570,1.3,110058,5.4,-2299,-15.8,46,4.0,2379,4.0
"13279","5","2382","76","0","2025","A","",10,84,4235683,1003580,11796,974,50626,"",0.65,0.42,0.42,0.36,0.36,1.00,1.00,"",0,0.0,-14,-14.3,-408034,-8.8,-155695,-13.4,-5043,-29.9,64,7.0,3322,7.0
"13281","5","2382","76","0","2025","A","",12,74,3551499,795509,4735,921,47885,"",1.68,1.31,1.22,0.98,0.42,0.93,0.93,"",2,20.0,11,17.5,546697,18.2,40000,5.3,-557,-10.5,-1,-0.1,-64,-0.1
"13285","5","2382","76","0","2025","A","",56,844,74692029,12616114,61310,1702,88524,"",1.57,1.18,1.60,1.11,0.48,1.35,1.35,"",0,0.0,64,8.2,10922903,17.1,1870327,17.4,8182,15.4,129,8.2,6742,8.2
"13287","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",0.28,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"13289","5","2382","76","0","2025","A","N",3,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13291","5","2382","76","0","2025","A","",27,93,4511040,1207090,13656,930,48376,"",1.75,0.71,0.65,0.65,0.63,0.92,0.92,"",-2,-6.9,-4,-4.1,174917,4.0,-91812,-7.1,-5115,-27.2,72,8.4,3750,8.4
"13293","5","2382","76","0","2025","A","",16,125,10262663,1489219,37430,1578,82047,"",1.53,1.03,1.59,1.06,1.91,1.53,1.53,"",-1,-5.9,-6,-4.6,-52603,-0.5,-95748,-6.0,-8957,-19.3,67,4.4,3454,4.4
"13295","5","2382","76","0","2025","A","",28,242,15865398,4056697,102620,1263,65695,"",1.54,0.97,1.24,1.21,2.52,1.27,1.27,"",3,12.0,-27,-10.0,-4160589,-20.8,-581454,-12.5,-127998,-55.5,-167,-11.7,-8682,-11.7
"13297","5","2382","76","0","2025","A","",124,1027,73023816,13350670,105875,1367,71098,"",2.65,2.32,2.71,2.04,1.37,1.16,1.17,"",2,1.6,78,8.2,8137544,12.5,547840,4.3,2447,2.4,52,4.0,2719,4.0
"13299","5","2382","76","0","2025","A","",20,146,6832776,1919435,16452,897,46667,"",1.03,0.61,0.55,0.65,0.52,0.90,0.90,"",-1,-4.8,-30,-17.0,-903236,-11.7,-596687,-23.7,-14886,-47.5,52,6.2,2733,6.2
"13303","5","2382","76","0","2025","A","",9,252,18160768,4164706,36659,1384,71948,"",1.08,2.33,2.95,2.49,2.29,1.27,1.26,"",-3,-25.0,34,15.6,4049373,28.7,1447472,53.3,15188,70.7,139,11.2,7192,11.1
"13305","5","2382","76","0","2025","A","",26,318,19870212,4553836,57347,1202,62485,"",1.91,2.10,2.30,2.41,2.59,1.09,1.09,"",2,8.3,27,9.3,2124426,12.0,646083,16.5,7089,14.1,28,2.4,1415,2.3
"13309","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13311","5","2382","76","0","2025","A","",30,211,12847961,2436898,15252,1172,60939,"",1.78,1.34,1.82,1.22,0.65,1.36,1.36,"",0,0.0,13,6.6,1238208,10.7,117190,5.1,3121,25.7,47,4.2,2427,4.1
"13313","5","2382","76","0","2025","A","",50,563,35445097,7370171,70858,1211,62995,"",0.94,0.60,0.62,0.52,0.45,1.02,1.02,"",2,4.2,15,2.7,530727,1.5,487758,7.1,-7506,-9.6,-15,-1.2,-756,-1.2
"13315","5","2382","76","0","2025","A","N",3,0,0,0,0,0,0,"N",1.30,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"13317","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"13319","5","2382","76","0","2025","A","",5,112,6382933,1413749,6283,1096,56990,"",1.45,2.33,2.04,1.89,0.43,0.87,0.87,"",0,0.0,1,0.9,68558,1.1,56708,4.2,303,5.1,2,0.2,104,0.2
"13321","5","2382","76","0","2025","A","",9,40,2069650,463003,1888,995,51741,"",1.25,0.77,0.86,0.79,0.26,1.11,1.11,"",0,0.0,-2,-4.8,-9743,-0.5,-50051,-9.8,-3167,-62.7,50,5.3,2621,5.3
"13999","5","2382","76","0","2025","A","",486,2503,246339914,38507880,631648,1893,98431,"",0.55,0.64,0.52,0.50,0.42,0.82,0.82,"",-44,-8.3,-206,-7.6,2954847,1.2,-4957906,-11.4,-354641,-36.0,165,9.5,8591,9.6
"15000","5","2382","56","0","2025","A","",1171,10790,1007533607,655643517,10583875,1796,93374,"",0.97,1.00,1.22,1.25,1.41,1.21,1.21,"",33,2.9,124,1.2,47332146,4.9,30915858,4.9,-3336628,-24.0,65,3.8,3346,3.7
"15001","5","2382","76","0","2025","A","N",175,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,"N",7,4.2,0,0,0,0,0,0,0,0,0,0,0,0
"15003","5","2382","76","0","2025","A","",740,8256,796182478,507762350,8384102,1855,96440,"",1.17,1.09,1.32,1.41,1.69,1.21,1.21,"",20,2.8,70,0.9,32632212,4.3,22132560,4.6,-2726138,-24.5,61,3.4,3160,3.4
"15007","5","2382","76","0","2025","A","N",74,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,"N",3,4.2,0,0,0,0,0,0,0,0,0,0,0,0
"15009","5","2382","76","0","2025","A","",176,1155,97756902,69765549,1068484,1627,84626,"",1.14,0.93,1.13,1.02,1.07,1.21,1.21,"",1,0.6,45,4.1,6525692,7.2,4261529,6.5,-310209,-22.5,47,3.0,2467,3.0
"15999","5","2382","76","0","2025","A","N",6,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,"N",2,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"16000","5","2382","56","0","2025","A","",2395,19082,1441184355,1021144024,8274994,1452,75525,"",1.20,1.31,1.45,1.46,1.27,1.11,1.11,"",62,2.7,1358,7.7,210962171,17.1,130507303,14.7,81167,1.0,117,8.8,6115,8.8
"16001","5","2382","76","0","2025","A","",469,6773,596755526,392746737,3075553,1694,88105,"",0.93,1.37,1.51,1.57,1.35,1.10,1.10,"",-42,-8.2,821,13.8,132029308,28.4,76246503,24.1,351978,12.9,193,12.9,10033,12.9
"16003","5","2382","76","0","2025","A","",9,30,1495332,1390477,9054,964,50123,"",2.15,1.78,1.36,2.13,1.07,0.77,0.77,"",-1,-10.0,-2,-6.2,-72550,-4.6,29984,2.2,-2745,-23.3,12,1.3,611,1.2
"16005","5","2382","76","0","2025","A","",91,721,47403420,38158989,699424,1265,65754,"",1.41,1.13,1.36,1.42,2.80,1.21,1.21,"",2,2.2,87,13.7,12128193,34.4,8911273,30.5,304679,77.2,194,18.1,10086,18.1
"16007","5","2382","76","0","2025","A","",7,19,826631,768583,5161,833,43317,"",1.20,0.57,0.55,0.82,0.59,0.97,0.97,"",0,0.0,3,18.8,172320,26.3,145308,23.3,102,2.0,55,7.1,2844,7.0
"16009","5","2382","76","0","2025","A","",6,35,1556724,1428316,10626,851,44267,"",0.73,0.61,0.42,0.61,0.52,0.69,0.69,"",-2,-25.0,-3,-7.9,40561,2.7,14864,1.1,-2332,-18.0,89,11.7,4629,11.7
"16011","5","2382","76","0","2025","A","",53,484,33154589,24103934,200497,1318,68513,"",1.77,1.75,2.26,2.02,1.96,1.29,1.29,"",2,3.9,12,2.5,1972302,6.3,1318657,5.8,-30229,-13.1,48,3.8,2472,3.7
"16013","5","2382","76","0","2025","A","",65,518,36414977,26180420,160265,1351,70243,"",1.48,2.15,2.21,2.08,1.24,1.03,1.03,"",-2,-3.0,2,0.4,1023026,2.9,811137,3.2,-39520,-19.8,33,2.5,1720,2.5
"16015","5","2382","76","0","2025","A","",10,42,2628871,2167092,16186,1199,62345,"",1.95,1.37,1.54,2.42,1.42,1.12,1.12,"",1,11.1,6,16.7,463308,21.4,456705,26.7,57,0.4,31,2.7,1628,2.7
"16017","5","2382","76","0","2025","A","",78,287,16779846,13671915,106384,1125,58500,"",1.59,1.06,1.05,1.07,0.74,0.99,0.99,"",6,8.3,1,0.3,310809,1.9,16181,0.1,-25368,-19.3,17,1.5,899,1.6
"16019","5","2382","76","0","2025","A","",146,1220,85458949,64324455,563843,1347,70063,"",1.29,1.15,1.45,1.27,1.27,1.26,1.26,"",8,5.8,85,7.5,12806252,17.6,10336677,19.1,-10855,-1.9,116,9.4,6071,9.5
"16021","5","2382","76","0","2025","A","",21,60,3025452,2436406,21721,976,50777,"",1.76,0.86,0.74,0.80,0.62,0.87,0.87,"",0,0.0,0,0.0,-357888,-10.6,-160747,-6.2,-5146,-19.2,-110,-10.1,-5690,-10.1
"16023","5","2382","76","0","2025","A","",5,24,1601823,1218000,8027,1266,65828,"",1.75,0.14,0.07,0.23,0.19,0.51,0.51,"",0,0.0,4,20.0,156739,10.8,280792,30.0,-324,-3.9,-95,-7.0,-4952,-7.0
"16025","5","2382","76","0","2025","A","N",2,0,0,0,0,0,0,"N",1.36,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"16027","5","2382","76","0","2025","A","",304,2981,215559747,153955801,1075065,1391,72307,"",1.78,1.98,2.42,2.09,1.50,1.22,1.22,"",-8,-2.6,32,1.1,12040085,5.9,4301977,2.9,-217602,-16.8,64,4.8,3286,4.8
"16029","5","2382","76","0","2025","A","",7,88,6618448,4800594,54983,1455,75639,"",1.10,1.49,1.46,1.47,2.00,0.99,0.99,"",0,0.0,1,1.1,523233,8.6,577749,13.7,-10705,-16.3,105,7.8,5445,7.8
"16031","5","2382","76","0","2025","A","",23,121,5917443,5169509,29957,937,48737,"",1.03,0.57,0.50,0.49,0.34,0.86,0.86,"",1,4.5,16,15.2,311367,5.6,626364,13.8,-1331,-4.3,-89,-8.7,-4612,-8.6
"16033","5","2382","76","0","2025","A","N",1,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"16035","5","2382","76","0","2025","A","",8,40,2289202,2017266,14384,1107,57590,"",1.20,0.87,0.88,1.38,0.73,1.02,1.02,"",-1,-11.1,-10,-20.0,-610919,-21.1,-395323,-16.4,-11441,-44.3,-18,-1.6,-900,-1.5
"16037","5","2382","76","0","2025","A","N",5,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,"N",-2,-28.6,0,0,0,0,0,0,0,0,0,0,0,0
"16039","5","2382","76","0","2025","A","",18,149,8841215,7426777,55976,1139,59238,"",1.21,1.19,1.30,1.54,1.37,1.10,1.10,"",0,0.0,5,3.5,647763,7.9,328158,4.6,-9611,-14.7,45,4.1,2339,4.1
"16041","5","2382","76","0","2025","A","",19,59,3674420,2798445,18022,1193,62016,"",1.71,0.85,1.02,1.08,0.77,1.20,1.20,"",2,11.8,7,13.5,742083,25.3,572173,25.7,-2336,-11.5,119,11.1,6162,11.0
"16043","5","2382","76","0","2025","A","",21,94,4446290,4066982,32407,912,47427,"",1.82,1.48,1.35,1.79,1.37,0.92,0.92,"",4,23.5,0,0.0,267622,6.4,288339,7.6,-3586,-10.0,56,6.5,2894,6.5
"16045","5","2382","76","0","2025","A","",32,106,6223270,4890360,33182,1125,58480,"",2.39,1.38,1.61,1.59,1.02,1.16,1.16,"",-1,-3.0,5,5.0,545553,9.6,477860,10.8,-3220,-8.8,39,3.6,2032,3.6
"16047","5","2382","76","0","2025","A","",15,46,2468630,1950752,13252,1026,53376,"",1.21,0.41,0.39,0.37,0.37,0.94,0.94,"",-1,-6.2,-2,-4.2,-421587,-14.6,-207301,-9.6,-5202,-28.2,-122,-10.6,-6319,-10.6
"16049","5","2382","76","0","2025","A","N",17,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"16051","5","2382","76","0","2025","A","",44,407,24541086,19820574,136791,1160,60298,"",1.82,2.93,3.65,3.28,2.43,1.25,1.25,"",4,10.0,50,14.0,3242527,15.2,2742171,16.1,-11637,-7.8,14,1.2,708,1.2
"16053","5","2382","76","0","2025","A","",21,210,15188646,11224907,71741,1393,72442,"",1.13,1.02,1.25,0.98,0.80,1.22,1.22,"",3,16.7,-5,-2.3,-92179,-0.6,279175,2.6,-14494,-16.8,27,2.0,1396,2.0
"16055","5","2382","76","0","2025","A","",293,1817,123120661,93921575,756388,1303,67776,"",1.68,1.51,1.59,1.65,1.31,1.05,1.05,"",24,8.9,88,5.1,9599126,8.5,8900137,10.5,-113407,-13.0,40,3.2,2112,3.2
"16057","5","2382","76","0","2025","A","",30,223,11835938,9452065,59630,1020,53017,"",1.08,0.89,0.86,1.24,0.80,0.97,0.97,"",3,11.1,23,11.5,1762123,17.5,1136295,13.7,-4199,-6.6,49,5.0,2522,5.0
"16059","5","2382","76","0","2025","A","",8,61,3222114,2726434,21377,1013,52678,"",0.90,1.31,1.23,1.73,1.36,0.94,0.94,"",2,33.3,5,8.9,323880,11.2,201249,8.0,-4700,-18.0,18,1.8,924,1.8
"16061","5","2382","76","0","2025","A","",6,16,1113130,864967,5812,1374,71431,"",1.28,0.62,0.88,0.86,0.58,1.47,1.47,"",0,0.0,-1,-5.9,51021,4.8,116154,15.5,-430,-6.9,161,13.3,8335,13.2
"16063","5","2382","76","0","2025","A","N",8,0,0,0,0,0,0,"N",1.99,0,0,0,0,0,0,"N",4,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"16065","5","2382","76","0","2025","A","",38,130,6727850,5742612,38472,996,51786,"",1.11,0.44,0.47,0.60,0.46,1.09,1.09,"",4,11.8,13,11.1,1101574,19.6,872441,17.9,-1484,-3.7,71,7.7,3664,7.6
"16067","5","2382","76","0","2025","A","",20,263,19818015,13839487,85956,1447,75234,"",1.31,1.71,2.26,1.83,1.34,1.32,1.32,"",2,11.1,7,2.7,654069,3.4,648271,4.9,-22016,-20.4,5,0.3,253,0.3
"16069","5","2382","76","0","2025","A","",34,282,18284299,14104629,93049,1249,64953,"",1.19,0.78,0.82,0.78,0.63,1.06,1.06,"",-1,-2.9,-13,-4.4,-921796,-4.8,-1161772,-7.6,-31873,-25.5,-4,-0.3,-226,-0.3
