"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"08071","5","238","75","0","2024","A","",22,89,3829968,2264178,104134,826,42953,"",0.77,0.56,0.54,0.45,0.96,0.96,0.96,"",-1,-4.3,9,11.2,440419,13.0,402236,21.6,24775,31.2,13,1.6,672,1.6
"08073","5","238","75","0","2024","A","N",5,0,0,0,0,0,0,"N",0.59,0,0,0,0,0,0,"N",-2,-28.6,0,0,0,0,0,0,0,0,0,0,0,0
"08075","5","238","75","0","2024","A","",30,139,6885281,3015688,37864,955,49683,"",0.94,0.54,0.53,0.48,0.24,0.99,0.99,"",-3,-9.1,7,5.3,807299,13.3,473701,18.6,10779,39.8,71,8.0,3696,8.0
"08077","5","238","75","0","2024","A","",444,3121,193290421,84918385,2336237,1191,61937,"",1.60,1.40,1.52,1.44,1.20,1.09,1.09,"",-22,-4.7,-64,-2.0,5350017,2.8,7162210,9.2,437734,23.1,56,4.9,2932,5.0
"08079","5","238","75","0","2024","A","N",2,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"08081","5","238","75","0","2024","A","",38,162,9238505,4679809,180901,1093,56852,"",1.68,1.04,1.03,0.95,1.38,0.99,0.99,"",-4,-9.5,3,1.9,-743197,-7.4,192920,4.3,-5793,-3.1,-112,-9.3,-5827,-9.3
"08083","5","238","75","0","2024","A","",74,344,15980600,8545842,275306,893,46410,"",1.47,1.09,1.11,0.86,1.09,1.01,1.01,"",0,0.0,36,11.7,1698432,11.9,1485249,21.0,83354,43.4,1,0.1,27,0.1
"08085","5","238","75","0","2024","A","",200,1463,88561539,40725335,931502,1164,60538,"",2.38,2.59,2.99,2.50,1.89,1.15,1.15,"",1,0.5,101,7.4,9964947,12.7,5897987,16.9,264835,39.7,54,4.9,2821,4.9
"08087","5","238","75","0","2024","A","",75,376,22934626,10755751,224690,1174,61050,"",1.75,0.86,0.93,0.81,0.68,1.08,1.08,"",4,5.6,41,12.2,3822681,20.0,1834778,20.6,91101,68.2,76,6.9,3943,6.9
"08089","5","238","75","0","2024","A","",23,72,3297554,1758994,30369,875,45484,"",0.92,0.36,0.35,0.30,0.24,0.99,0.98,"",-1,-4.2,-3,-4.0,445093,15.6,87216,5.2,9985,49.0,142,19.4,7366,19.3
"08091","5","238","75","0","2024","A","",21,90,6391481,2427669,67126,1364,70951,"",1.09,1.22,1.74,0.80,0.83,1.42,1.42,"",0,0.0,9,11.1,1220744,23.6,440212,22.1,24625,57.9,130,10.5,6785,10.6
"08093","5","238","75","0","2024","A","",96,223,13597766,5921890,103156,1170,60863,"",2.83,2.14,2.39,1.43,1.06,1.12,1.11,"",-5,-5.0,20,9.9,1769568,15.0,1170914,24.6,-11273,-9.9,47,4.2,2476,4.2
"08095","5","238","75","0","2024","A","N",9,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08097","5","238","75","0","2024","A","",66,399,31677142,11435324,211244,1526,79342,"",0.65,0.67,0.68,0.44,0.29,1.02,1.02,"",-4,-5.7,15,3.9,2969563,10.3,2610251,29.6,63232,42.7,90,6.3,4664,6.2
"08099","5","238","75","0","2024","A","",20,120,4777810,2731481,37782,767,39870,"",1.02,0.75,0.68,0.50,0.38,0.90,0.90,"",-1,-4.8,-14,-10.4,-187195,-3.8,-148632,-5.2,4488,13.5,55,7.7,2841,7.7
"08101","5","238","75","0","2024","A","",289,2075,117893387,56309005,1653921,1093,56818,"",1.52,1.00,1.02,1.04,0.90,1.02,1.02,"",-26,-8.3,-272,-11.6,-9630021,-7.6,-2782287,-4.7,39656,2.5,48,4.6,2476,4.6
"08103","5","238","75","0","2024","A","",12,87,5222851,2315998,44459,1156,60090,"",0.89,0.91,0.89,0.66,0.73,0.99,0.99,"",-5,-29.4,-5,-5.4,-74744,-1.4,-7768,-0.3,10238,29.9,52,4.7,2663,4.6
"08105","5","238","75","0","2024","A","",36,122,5231473,2962534,74599,825,42910,"",1.48,0.82,0.72,0.65,0.58,0.88,0.88,"",-1,-2.7,4,3.4,113231,2.2,169487,6.1,18746,33.6,-11,-1.3,-588,-1.4
"08107","5","238","75","0","2024","A","",230,938,60490788,26004235,671286,1240,64495,"",2.22,1.68,1.81,1.35,1.24,1.08,1.07,"",-2,-0.9,68,7.8,5300105,9.6,3462277,15.4,154740,30.0,20,1.6,1039,1.6
"08109","5","238","75","0","2024","A","",12,40,1793979,1084935,34604,857,44571,"",1.06,0.68,0.71,0.44,0.61,1.04,1.04,"",1,9.1,4,11.1,218428,13.9,258219,31.2,14398,71.3,15,1.8,806,1.8
"08111","5","238","75","0","2024","A","N",4,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"08113","5","238","75","0","2024","A","",49,303,19943917,8278637,192097,1267,65894,"",1.25,1.50,1.69,0.89,0.77,1.13,1.13,"",-3,-5.8,11,3.8,556152,2.9,1140412,16.0,47461,32.8,-9,-0.7,-484,-0.7
"08115","5","238","75","0","2024","A","N",3,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"08117","5","238","75","0","2024","A","",218,913,64373424,26064395,717853,1356,70508,"",1.78,1.22,1.52,0.99,1.04,1.25,1.25,"",-15,-6.4,-36,-3.8,-3566549,-5.2,-144095,-0.5,139380,24.1,-20,-1.5,-1052,-1.5
"08119","5","238","75","0","2024","A","",88,244,12450450,6221577,133550,980,50974,"",1.71,0.87,0.82,0.64,0.59,0.95,0.95,"",-5,-5.4,3,1.2,1018031,8.9,667787,12.0,40508,43.5,67,7.3,3520,7.4
"08121","5","238","75","0","2024","A","",5,13,589857,284062,4170,856,44518,"",0.67,0.33,0.35,0.26,0.23,1.03,1.03,"",0,0.0,1,8.3,97063,19.7,23936,9.2,415,11.1,49,6.1,2578,6.1
"08123","5","238","75","0","2024","A","",924,7581,523643639,216953925,4362075,1328,69072,"",1.98,1.92,2.01,1.63,1.21,1.04,1.04,"",-3,-0.3,541,7.7,58975776,12.7,32852573,17.8,1113555,34.3,59,4.6,3070,4.7
"08125","5","238","75","0","2024","A","",17,70,3690424,1748935,24962,1011,52595,"",0.80,0.53,0.56,0.34,0.30,1.07,1.07,"",-1,-5.6,7,11.1,903295,32.4,382262,28.0,8315,49.9,153,17.8,8001,17.9
"08999","5","238","75","0","2024","A","",28,190,24140957,7514801,300688,2442,127002,"",0.14,0.19,0.20,0.16,0.19,1.02,1.02,"",-3,-9.7,20,11.8,2492733,11.5,2205556,41.5,115450,62.3,-4,-0.2,-216,-0.2
"09000","5","238","55","0","2024","A","",6748,44842,3666565784,1347607922,46613844,1572,81767,"",0.93,0.80,0.75,0.85,0.97,0.94,0.94,"",121,1.8,1666,3.9,269879185,7.9,502584802,59.5,16494577,54.8,59,3.9,3096,3.9
"09110","5","238","75","0","2024","A","",1616,13687,1197348327,412294199,15099529,1682,87479,"",0.90,0.79,0.84,0.85,1.04,1.06,1.06,"N",1616,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09120","5","238","75","0","2024","A","",477,3180,252859156,92719662,2990185,1529,79524,"",0.90,0.83,0.88,0.89,0.92,1.07,1.07,"N",477,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09130","5","238","75","0","2024","A","",404,2930,238484989,88000840,3329829,1565,81387,"",1.22,1.20,1.39,1.34,1.66,1.16,1.16,"N",404,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09140","5","238","75","0","2024","A","",884,5823,466920891,176356336,5966295,1542,80190,"",1.34,1.09,1.23,1.13,1.22,1.13,1.12,"N",884,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09150","5","238","75","0","2024","A","",200,806,57418744,24485647,1030860,1369,71202,"",1.38,0.84,1.03,0.93,1.30,1.23,1.23,"N",200,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09160","5","238","75","0","2024","A","",341,1328,95825344,37843286,903196,1387,72140,"",1.50,1.06,1.19,1.16,0.85,1.13,1.13,"N",341,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09170","5","238","75","0","2024","A","",956,7022,563966811,209815924,8043410,1544,80310,"",0.94,0.75,0.80,0.91,1.13,1.07,1.07,"N",956,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09180","5","238","75","0","2024","A","",444,2184,164688359,66522118,2256559,1450,75410,"",1.00,0.52,0.56,0.59,0.74,1.07,1.07,"N",444,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09190","5","238","75","0","2024","A","",1223,7187,562568132,216660540,6205046,1505,78277,"",0.75,0.75,0.46,0.71,0.69,0.61,0.61,"N",1223,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"09999","5","238","75","0","2024","A","",203,694,66485031,22909370,788935,1843,95811,"",0.40,0.43,0.28,0.32,0.35,0.64,0.64,"",-14,-6.5,18,2.7,8600375,14.9,7608857,49.7,235810,42.6,195,11.8,10141,11.8
"10000","2","238","55","0","2024","A","N",1,0,0,0,0,0,0,"N",43.88,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"10000","5","238","55","0","2024","A","",2355,15846,1168997898,222615092,1386516,1419,73774,"",1.05,1.00,1.02,0.96,0.63,1.02,1.02,"",46,2.0,240,1.5,69167259,6.3,-3713205,-1.6,-403779,-22.6,64,4.7,3300,4.7
"10001","5","238","75","0","2024","A","",315,1715,117667116,22921341,119260,1319,68607,"",1.10,0.73,0.87,0.78,0.49,1.20,1.20,"",5,1.6,59,3.6,9006406,8.3,365268,1.6,-58409,-32.9,57,4.5,2997,4.6
"10003","5","238","75","0","2024","A","",1308,9702,760673652,135084588,836144,1508,78402,"",0.97,0.96,0.94,0.91,0.59,0.98,0.98,"",24,1.9,15,0.2,44120748,6.2,-6278442,-4.4,-276843,-24.9,86,6.0,4434,6.0
"10005","5","238","75","0","2024","A","",688,4181,260322212,57018733,389476,1197,62268,"",1.26,1.33,1.51,1.14,0.83,1.14,1.14,"",19,2.8,203,5.1,18657495,7.7,2897500,5.4,-54714,-12.3,29,2.5,1518,2.5
"10999","2","238","75","0","2024","A","N",1,0,0,0,0,0,0,"N",1872.84,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"10999","5","238","75","0","2024","A","",43,248,30334918,7590430,41636,2354,122400,"",0.82,0.91,1.04,1.42,0.72,1.14,1.14,"",-4,-8.5,-37,-13.0,-2617390,-7.9,-697531,-8.4,-13813,-24.9,128,5.8,6642,5.7
"11000","5","238","55","0","2024","A","",675,8178,700676113,113290971,2950043,1648,85676,"",0.26,0.32,0.23,0.43,0.32,0.70,0.70,"",26,4.0,-410,-4.8,25036233,3.7,-6434024,-5.4,-382415,-11.5,135,8.9,7003,8.9
"11001","5","238","75","0","2024","A","",675,8178,700676113,113290971,2950043,1648,85676,"",0.26,0.32,0.23,0.43,0.32,0.70,0.70,"",26,4.0,-410,-4.8,25036233,3.7,-6434024,-5.4,-382415,-11.5,135,8.9,7003,8.9
"12000","3","238","55","0","2024","A","",2,6,336759,91042,2457,1036,53881,"",0.35,0.09,0.09,3.18,5.75,0.95,0.95,"",0,0.0,5,500.0,300006,816.3,79289,674.6,2140,675.1,-24,-2.3,-1249,-2.3
"12000","5","238","55","0","2024","A","",57674,431612,26863150971,4365056633,36216959,1197,62239,"",1.34,1.32,1.19,1.15,0.73,0.90,0.90,"",1376,2.4,11711,2.8,1949678555,7.8,52883619,1.2,-71202,-0.2,56,4.9,2907,4.9
"12001","5","238","75","0","2024","A","",424,4118,232129942,39642453,266480,1084,56372,"",1.06,0.89,0.79,1.01,0.62,0.89,0.89,"",7,1.7,32,0.8,12784281,5.8,-296327,-0.7,22214,9.1,52,5.0,2683,5.0
"12003","5","238","75","0","2024","A","",59,378,19587194,4033241,38754,996,51795,"",2.32,1.51,1.76,1.83,1.64,1.17,1.17,"",1,1.7,64,20.4,3630971,22.8,649578,19.2,14608,60.5,18,1.8,939,1.8
"12005","5","238","75","0","2024","A","",608,3964,220108536,41650096,337254,1068,55520,"",1.82,1.44,1.51,1.34,0.92,1.04,1.04,"",21,3.6,61,1.6,15619474,7.6,1928347,4.9,42586,14.5,61,6.1,3132,6.0
"12007","5","238","75","0","2024","A","",58,288,18123415,2823785,22136,1212,63020,"",2.10,1.37,1.77,1.33,0.91,1.30,1.29,"",-1,-1.7,31,12.1,3745903,26.1,311865,12.4,3977,21.9,138,12.8,7167,12.8
"12009","5","238","75","0","2024","A","",1468,11134,670599123,112543332,1025777,1158,60232,"",1.60,1.38,1.23,1.27,1.02,0.89,0.89,"",-10,-0.7,-238,-2.1,23945850,3.7,-2241932,-2.0,-170404,-14.2,65,5.9,3370,5.9
"12011","5","238","75","0","2024","A","",4593,35794,2384237850,356841231,3498227,1281,66609,"",1.15,1.25,1.17,1.05,0.76,0.94,0.94,"",70,1.5,1269,3.7,180911734,8.2,7801668,2.2,-17368,-0.5,54,4.4,2791,4.4
"12013","5","238","75","0","2024","A","",28,150,6904062,1466120,6623,884,45950,"",2.20,1.41,1.56,1.66,0.51,1.11,1.11,"",4,16.7,26,21.0,1618469,30.6,224752,18.1,-2008,-23.3,64,7.8,3296,7.7
"12015","5","238","75","0","2024","A","",680,4028,230282758,41099678,350472,1099,57170,"",2.35,2.16,2.30,1.88,1.38,1.06,1.06,"",33,5.1,-53,-1.3,2876466,1.3,-3241948,-7.3,28706,8.9,27,2.5,1448,2.6
"12017","5","238","75","0","2024","A","",366,2400,131583391,22895441,142627,1055,54838,"",2.05,2.08,2.34,1.78,0.93,1.13,1.12,"",7,1.9,142,6.3,16908287,14.7,1285958,6.0,-2266,-1.6,78,8.0,4048,8.0
"12019","5","238","75","0","2024","A","",564,3596,207600116,37293172,286166,1110,57735,"",2.12,1.88,2.00,1.75,1.29,1.06,1.06,"",9,1.6,170,5.0,24471382,13.4,2008419,5.7,27434,10.6,82,8.0,4285,8.0
"12021","5","238","75","0","2024","A","",1782,14585,871370896,149998565,895560,1149,59744,"",1.98,2.55,2.25,2.11,1.10,0.88,0.88,"",100,5.9,165,1.1,37579359,4.5,-5093141,-3.3,-43881,-4.7,37,3.3,1923,3.3
"12023","5","238","75","0","2024","A","",132,969,50159094,9318082,50442,995,51750,"",1.49,1.18,1.20,1.11,0.60,1.01,1.01,"",2,1.5,86,9.7,6743662,15.5,766899,9.0,-3454,-6.4,50,5.3,2591,5.3
"12027","5","238","75","0","2024","A","",90,507,22469796,4737372,45979,852,44283,"",2.50,1.54,1.39,1.30,0.88,0.90,0.90,"",0,0.0,-45,-8.2,-328615,-1.4,-389724,-7.6,7092,18.2,58,7.3,3013,7.3
"12029","5","238","75","0","2024","A","",26,93,4063008,1194226,10426,843,43845,"",1.88,0.94,0.91,1.29,1.19,0.96,0.96,"",-1,-3.7,-2,-2.1,76619,1.9,-49668,-4.0,-4379,-29.6,37,4.6,1920,4.6
"12031","5","238","75","0","2024","A","",2543,24660,1635709870,247237259,2039779,1276,66332,"",1.48,1.32,1.22,1.18,0.79,0.93,0.93,"",29,1.2,1171,5.0,164447232,11.2,12265557,5.2,106438,5.5,71,5.9,3696,5.9
"12033","5","238","75","0","2024","A","",710,6359,395155432,61712770,446001,1195,62142,"",1.49,1.31,1.36,1.24,0.79,1.04,1.04,"",3,0.4,-4,-0.1,18832069,5.0,-2562625,-4.0,-44552,-9.1,58,5.1,3003,5.1
"12035","5","238","75","0","2024","A","",352,1706,80979362,16380773,100040,913,47458,"",2.11,1.82,1.72,1.69,0.96,0.95,0.95,"",3,0.9,-72,-4.0,-1007633,-1.2,-1069929,-6.1,-16209,-13.9,26,2.9,1333,2.9
"12037","5","238","75","0","2024","A","",36,232,9903158,2179776,17455,823,42778,"",1.73,1.97,1.92,1.76,1.22,0.98,0.98,"",3,9.1,47,25.4,2532344,34.4,437770,25.1,-558,-3.1,56,7.3,2882,7.2
"12039","5","238","75","0","2024","A","",100,570,26354678,5914653,45214,889,46230,"",2.26,1.05,0.94,1.05,0.57,0.90,0.90,"",-11,-9.9,-38,-6.2,-926342,-3.4,-646238,-9.8,-9958,-18.0,26,3.0,1354,3.0
"12041","5","238","75","0","2024","A","",46,305,15821901,2883609,25030,999,51946,"",2.39,2.41,2.68,2.47,1.84,1.11,1.11,"",-2,-4.2,12,4.1,912359,6.1,71482,2.5,9403,60.2,19,1.9,1002,2.0
"12043","5","238","75","0","2024","A","",20,84,4470476,988639,6963,1028,53432,"",2.01,1.26,1.20,1.47,0.58,0.96,0.96,"",3,17.6,0,0.0,-230750,-4.9,77464,8.5,1614,30.2,-55,-5.1,-2870,-5.1
"12045","5","238","75","0","2024","A","",66,289,12802197,2949208,14100,851,44260,"",2.52,1.91,1.66,1.92,0.69,0.87,0.87,"",1,1.5,-2,-0.7,711740,5.9,86541,3.0,-1907,-11.9,51,6.4,2641,6.3
"12047","5","238","75","0","2024","A","N",14,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,"N",2,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"12049","5","238","75","0","2024","A","",44,280,14289909,3243268,23058,983,51127,"",1.51,1.20,1.30,1.31,0.70,1.09,1.09,"",5,12.8,-2,-0.7,1009803,7.6,367119,12.8,6495,39.2,77,8.5,3993,8.5
"12051","5","238","75","0","2024","A","",116,906,54063569,9490214,66482,1147,59667,"",2.25,2.20,2.40,2.18,0.75,1.09,1.09,"",10,9.4,52,6.1,7181183,15.3,-682225,-6.7,-4730,-6.6,91,8.6,4754,8.7
"12053","5","238","75","0","2024","A","",492,2969,160615385,30905415,258628,1040,54105,"",2.16,1.76,1.89,1.58,1.00,1.08,1.08,"",22,4.7,92,3.2,18693852,13.2,3482257,12.7,43081,20.0,91,9.6,4774,9.7
"12055","5","238","75","0","2024","A","",208,1422,74403028,13633315,141827,1006,52320,"",1.60,1.48,1.63,1.41,1.18,1.10,1.10,"",-5,-2.3,-42,-2.9,-325469,-0.4,-1881174,-12.1,30753,27.7,24,2.4,1273,2.5
"12057","5","238","75","0","2024","A","",3736,31365,2126823976,318700124,2659926,1304,67808,"",1.31,1.20,1.08,1.05,0.66,0.91,0.90,"",101,2.8,863,2.8,180751326,9.3,411027,0.1,90503,3.5,77,6.3,4006,6.3
"12059","5","238","75","0","2024","A","",44,228,9264402,2139615,13672,781,40604,"",2.25,1.89,1.84,2.34,1.16,0.97,0.97,"",-2,-4.3,-15,-6.2,-782458,-7.8,-329593,-13.3,-207,-1.5,-13,-1.6,-670,-1.6
"12061","5","238","75","0","2024","A","",548,3628,195006011,36676575,231534,1034,53749,"",1.91,1.90,1.77,1.70,0.89,0.93,0.93,"",26,5.0,31,0.9,5423378,2.9,147810,0.4,20222,9.6,21,2.1,1049,2.0
"12063","5","238","75","0","2024","A","",67,557,38875712,5776374,26388,1342,69784,"",1.30,1.13,1.67,1.43,0.56,1.48,1.48,"",-1,-1.5,46,9.0,8038650,26.1,494994,9.4,7553,40.1,180,15.5,9378,15.5
"12065","5","238","75","0","2024","A","",31,113,5256922,1163868,12933,894,46487,"",1.64,1.11,1.08,1.14,1.02,0.97,0.97,"",1,3.3,4,3.7,561715,12.0,67560,6.2,2137,19.8,64,7.7,3313,7.7
"12067","5","238","75","0","2024","A","",11,34,1225310,303331,1194,683,35516,"",1.42,0.73,0.56,0.83,0.38,0.76,0.75,"",-1,-8.3,3,9.7,205103,20.1,-28302,-8.5,-706,-37.2,48,7.6,2517,7.6
"12069","5","238","75","0","2024","A","",1024,8265,506294183,84300857,595841,1178,61259,"",1.94,2.12,2.45,1.95,1.15,1.16,1.16,"",5,0.5,-270,-3.2,9711462,2.0,-2502893,-2.9,2282,0.4,59,5.3,3077,5.3
"12071","5","238","75","0","2024","A","",3525,30430,1818326398,310584310,2175486,1149,59755,"",2.49,3.06,2.98,2.60,1.31,0.98,0.97,"",231,7.0,894,3.0,101906526,5.9,-5416141,-1.7,-288550,-11.7,31,2.8,1642,2.8
"12073","5","238","75","0","2024","A","",607,5401,309155661,53555189,375136,1101,57238,"",1.12,0.99,0.92,1.16,0.67,0.93,0.93,"",20,3.4,419,8.4,37029720,13.6,4314458,8.8,51828,16.0,51,4.9,2613,4.8
"12075","5","238","75","0","2024","A","",122,510,23914744,5342156,59670,902,46915,"",2.20,1.68,1.81,1.67,1.49,1.08,1.08,"",10,8.9,39,8.3,3571043,17.6,595411,12.5,-2676,-4.3,71,8.5,3692,8.5
"12077","5","238","75","0","2024","A","",15,35,1289197,301030,3219,715,37188,"",2.20,0.57,0.42,0.65,0.76,0.75,0.75,"",2,15.4,2,6.1,99986,8.4,-24529,-7.5,-1020,-24.1,31,4.5,1601,4.5
"12079","5","238","75","0","2024","A","",30,99,4598796,1018144,10561,897,46649,"",1.37,0.62,0.65,0.67,0.52,1.06,1.06,"",4,15.4,13,15.1,517885,12.7,159646,18.6,4325,69.4,-14,-1.5,-712,-1.5
"12081","5","238","75","0","2024","A","",1374,9344,590519801,101665545,849258,1215,63197,"",1.93,1.95,2.04,1.70,1.22,1.04,1.04,"",62,4.7,395,4.4,66950215,12.8,3955604,4.0,85310,11.2,90,8.0,4688,8.0
"12083","5","238","75","0","2024","A","",983,6145,341951035,61137495,501028,1070,55649,"",1.97,1.55,1.65,1.41,1.00,1.06,1.06,"",45,4.8,377,6.5,45841117,15.5,1774495,3.0,55774,12.5,83,8.4,4313,8.4
"12085","5","238","75","0","2024","A","",652,4512,259039556,44756058,374413,1104,57408,"",1.76,1.77,1.72,1.51,1.08,0.97,0.97,"",26,4.2,252,5.9,23766022,10.1,1970082,4.6,2845,0.8,42,4.0,2181,3.9
"12086","5","238","75","0","2024","A","",5394,34931,2023699394,336923454,3306268,1114,57934,"",0.90,0.84,0.63,0.67,0.46,0.75,0.75,"",188,3.6,2373,7.3,205948273,11.3,14221087,4.4,103575,3.2,40,3.7,2103,3.8
"12087","5","238","75","0","2024","A","",366,1975,116425257,20624538,129561,1134,58959,"",1.50,1.26,1.27,1.08,0.64,1.01,1.01,"",3,0.8,154,8.5,11332051,10.8,303713,1.5,-4540,-3.4,24,2.2,1239,2.1
"12089","5","238","75","0","2024","A","",262,1150,57131839,11590384,67666,955,49683,"",1.82,1.26,1.11,1.16,0.45,0.88,0.88,"",20,8.3,72,6.7,5681396,11.0,419658,3.8,-11047,-14.0,37,4.0,1955,4.1
"12091","5","238","75","0","2024","A","",533,3079,171933881,31336399,212252,1074,55847,"",1.44,1.03,0.94,0.99,0.72,0.91,0.91,"",-8,-1.5,-57,-1.8,11555806,7.2,103501,0.3,-15729,-6.9,91,9.3,4707,9.2
"12093","5","238","75","0","2024","A","",123,566,28894784,6132522,41623,982,51073,"",2.31,1.38,1.46,1.36,0.78,1.06,1.06,"",8,7.0,18,3.3,1832819,6.8,-23834,-0.4,-2525,-5.7,31,3.3,1645,3.3
"12095","5","238","75","0","2024","A","",3340,30901,2054648573,315174534,3240989,1279,66492,"",1.22,0.98,0.96,0.87,0.79,0.99,0.98,"",12,0.4,407,1.3,139563326,7.3,1573166,0.5,59309,1.9,71,5.9,3690,5.9
"12097","5","238","75","0","2024","A","",786,4656,261521249,47933430,441826,1080,56168,"",1.53,1.21,1.30,1.13,0.76,1.07,1.07,"",-10,-1.3,116,2.6,13220491,5.3,-37054,-0.1,43470,10.9,28,2.7,1474,2.7
"12099","5","238","75","0","2024","A","",4304,28489,1834280446,282651283,2222462,1238,64386,"",1.24,1.29,1.08,1.03,0.60,0.84,0.84,"",95,2.3,497,1.8,99964831,5.8,98629,0.0,-170703,-7.1,47,3.9,2428,3.9
"12101","5","238","75","0","2024","A","",1250,8049,448396742,81799936,650186,1071,55708,"",1.69,1.67,1.67,1.52,0.97,1.00,1.00,"",23,1.9,42,0.5,32098354,7.7,2850326,3.6,967,0.1,71,7.1,3718,7.2
"12103","5","238","75","0","2024","A","",2450,18297,1136315311,190557154,1416598,1194,62103,"",1.21,1.23,1.14,1.13,0.69,0.92,0.92,"",60,2.5,87,0.5,55116652,5.1,2811129,1.5,-61729,-4.2,52,4.6,2730,4.6
"12105","3","238","75","0","2024","A","",1,6,336759,91042,2457,1036,53881,"",8.95,3.43,4.23,120.96,259.93,1.18,1.18,"",0,0.0,5,500.0,300006,816.3,79289,674.6,2140,675.1,-24,-2.3,-1249,-2.3
"12105","5","238","75","0","2024","A","",1532,11026,671163400,115226591,1056783,1171,60868,"",1.82,1.27,1.40,1.15,0.96,1.10,1.10,"",47,3.2,311,2.9,59081263,9.7,3452868,3.1,-11179,-1.0,73,6.6,3746,6.6
"12107","5","238","75","0","2024","A","",226,1187,58257748,11818326,90413,944,49087,"",2.91,2.06,1.97,2.01,1.09,0.96,0.96,"",16,7.6,116,10.8,6991577,13.6,151080,1.3,310,0.3,24,2.6,1234,2.6
"12109","5","238","75","0","2024","A","",650,3688,219695809,38003010,308510,1146,59573,"",1.21,1.12,1.12,1.03,0.69,1.00,1.00,"",9,1.4,72,2.0,16877701,8.3,2348557,6.6,-19776,-6.0,67,6.2,3481,6.2
"12111","5","238","75","0","2024","A","",1035,5571,299858586,56414397,478200,1035,53825,"",2.43,1.86,1.88,1.67,1.10,1.02,1.02,"",37,3.7,132,2.4,17879228,6.3,-308244,-0.5,-12174,-2.5,38,3.8,1984,3.8
"12113","5","238","75","0","2024","A","",444,2666,145551040,27933375,215625,1050,54597,"",1.97,1.84,1.97,1.84,1.23,1.07,1.07,"",5,1.1,146,5.8,13364341,10.1,685419,2.5,988,0.5,41,4.1,2149,4.1
"12115","5","238","75","0","2024","A","",1838,13561,841086621,138917166,922447,1193,62021,"",1.78,2.15,2.05,1.80,1.08,0.96,0.96,"",19,1.0,31,0.2,22319028,2.7,-3323356,-2.3,-2535,-0.3,29,2.5,1508,2.5
"12117","5","238","75","0","2024","A","",1328,16478,1103721380,165176765,1205839,1288,66983,"",1.51,2.33,2.39,2.02,1.14,1.03,1.03,"",-11,-0.8,529,3.3,82596961,8.1,894974,0.5,-112885,-8.6,57,4.6,2960,4.6
"12119","5","238","75","0","2024","A","",164,2701,197293777,26030439,171414,1405,73054,"",1.25,2.01,2.55,1.84,1.10,1.27,1.27,"",3,1.9,127,4.9,17626041,9.8,300640,1.2,3544,2.1,63,4.7,3253,4.7
"12121","5","238","75","0","2024","A","",90,524,24577499,5532581,40504,901,46874,"",1.97,1.31,1.30,1.36,0.67,0.99,0.99,"",8,9.8,52,11.0,3850135,18.6,825228,17.5,10821,36.5,57,6.8,2983,6.8
"12123","5","238","75","0","2024","A","",26,130,7143332,1446216,17963,1053,54773,"",1.06,0.68,0.80,0.73,0.70,1.17,1.17,"",2,8.3,-2,-1.5,-377717,-5.0,-110711,-7.1,-3159,-15.0,-45,-4.1,-2349,-4.1
